index,img,input
20,../../Data_Processing/Scenario3/resources/masks\507.jpg,"[0.630729,0.253704,0.117708,0.077778,0.575080,0.189953]"
22,../../Data_Processing/Scenario3/resources/masks\563.jpg,"[0.692708,0.256481,0.120833,0.075926,0.609865,0.207221]"
2,../../Data_Processing/Scenario3/resources/masks\1083.jpg,"[0.090625,0.24537,0.15,0.07963,0.152103,0.305599]"
29,../../Data_Processing/Scenario3/resources/masks\205.jpg,"[0.929688,0.317593,0.140625,0.109259,0.907098,0.619048]"
2,../../Data_Processing/Scenario3/resources/masks\788.jpg,"[0.075521,0.331481,0.144792,0.12963,0.546492,0.692831]"
27,../../Data_Processing/Scenario3/resources/masks\802.jpg,"[0.854688,0.32963,0.192708,0.118519,0.915769,0.625327]"
3,../../Data_Processing/Scenario3/resources/masks\736.jpg,"[0.125521,0.228704,0.115625,0.068519,0.069774,0.003663]"
5,../../Data_Processing/Scenario3/resources/masks\421.jpg,"[0.170313,0.243519,0.138542,0.07963,0.228993,0.209314]"
28,../../Data_Processing/Scenario3/resources/masks\67.jpg,"[0.909375,0.366667,0.18125,0.137037,0.868101,0.804291]"
30,../../Data_Processing/Scenario3/resources/masks\805.jpg,"[0.95,0.263889,0.097917,0.07963,0.778471,0.212977]"
20,../../Data_Processing/Scenario3/resources/masks\1124.jpg,"[0.653646,0.256481,0.111458,0.075926,0.579293,0.193093]"
29,../../Data_Processing/Scenario3/resources/masks\296.jpg,"[0.902604,0.37963,0.194792,0.151852,0.887773,0.796965]"
2,../../Data_Processing/Scenario3/resources/masks\51.jpg,"[0.102083,0.347222,0.1875,0.135185,0.538210,0.811094]"
6,../../Data_Processing/Scenario3/resources/masks\886.jpg,"[0.221875,0.353704,0.23125,0.140741,0.529764,0.790162]"
9,../../Data_Processing/Scenario3/resources/masks\188.jpg,"[0.330208,0.301852,0.175,0.107407,0.595898,0.626374]"
7,../../Data_Processing/Scenario3/resources/masks\648.jpg,"[0.257292,0.35,0.222917,0.133333,0.605243,0.784929]"
14,../../Data_Processing/Scenario3/resources/masks\682.jpg,"[0.454688,0.247222,0.121875,0.075926,0.406556,0.199895]"
11,../../Data_Processing/Scenario3/resources/masks\464.jpg,"[0.382292,0.25,0.133333,0.081481,0.364880,0.241235]"
9,../../Data_Processing/Scenario3/resources/masks\1235.jpg,"[0.308333,0.246296,0.13125,0.077778,0.340770,0.205128]"
3,../../Data_Processing/Scenario3/resources/masks\1149.jpg,"[0.094792,0.306481,0.18125,0.124074,0.441279,0.619571]"
3,../../Data_Processing/Scenario3/resources/masks\1244.jpg,"[0.071875,0.243519,0.135417,0.07963,0.155825,0.209314]"
21,../../Data_Processing/Scenario3/resources/masks\858.jpg,"[0.674479,0.255556,0.119792,0.077778,0.549498,0.204082]"
27,../../Data_Processing/Scenario3/resources/masks\203.jpg,"[0.885938,0.317593,0.186458,0.109259,0.868489,0.621664]"
2,../../Data_Processing/Scenario3/resources/masks\243.jpg,"[0.09375,0.431481,0.177083,0.188889,0.577003,0.959707]"
4,../../Data_Processing/Scenario3/resources/masks\369.jpg,"[0.169792,0.242593,0.1375,0.077778,0.186642,0.214024]"
26,../../Data_Processing/Scenario3/resources/masks\1274.jpg,"[0.788021,0.257407,0.117708,0.074074,0.677818,0.169021]"
25,../../Data_Processing/Scenario3/resources/masks\450.jpg,"[0.813021,0.259259,0.128125,0.077778,0.660436,0.225013]"
3,../../Data_Processing/Scenario3/resources/masks\109.jpg,"[0.098958,0.244444,0.1375,0.077778,0.183227,0.256410]"
26,../../Data_Processing/Scenario3/resources/masks\1272.jpg,"[0.838021,0.256481,0.121875,0.075926,0.715589,0.158556]"
14,../../Data_Processing/Scenario3/resources/masks\37.jpg,"[0.478646,0.250926,0.121875,0.075926,0.366905,0.251177]"
6,../../Data_Processing/Scenario3/resources/masks\215.jpg,"[0.190104,0.34537,0.236458,0.138889,0.520071,0.751962]"
9,../../Data_Processing/Scenario3/resources/masks\976.jpg,"[0.323958,0.24537,0.120833,0.075926,0.733523,0.155416]"
25,../../Data_Processing/Scenario3/resources/masks\1009.jpg,"[0.790104,0.259259,0.105208,0.077778,0.693810,0.179487]"
24,../../Data_Processing/Scenario3/resources/masks\1165.jpg,"[0.768229,0.258333,0.123958,0.075926,0.898243,0.136578]"
15,../../Data_Processing/Scenario3/resources/masks\1228.jpg,"[0.501563,0.250926,0.109375,0.075926,0.466739,0.200942]"
17,../../Data_Processing/Scenario3/resources/masks\459.jpg,"[0.545312,0.25463,0.123958,0.07963,0.478661,0.237572]"
9,../../Data_Processing/Scenario3/resources/masks\317.jpg,"[0.313021,0.249074,0.130208,0.07963,0.354001,0.237572]"
28,../../Data_Processing/Scenario3/resources/masks\846.jpg,"[0.903125,0.368519,0.19375,0.137037,0.810372,0.778127]"
20,../../Data_Processing/Scenario3/resources/masks\1259.jpg,"[0.652604,0.348148,0.209375,0.12963,0.758757,0.683412]"
17,../../Data_Processing/Scenario3/resources/masks\726.jpg,"[0.555729,0.235185,0.109375,0.066667,0.409296,0.012559]"
3,../../Data_Processing/Scenario3/resources/masks\1088.jpg,"[0.123958,0.356481,0.233333,0.146296,0.526819,0.790686]"
19,../../Data_Processing/Scenario3/resources/masks\622.jpg,"[0.576562,0.251852,0.123958,0.077778,0.507065,0.208791]"
6,../../Data_Processing/Scenario3/resources/masks\119.jpg,"[0.211979,0.347222,0.230208,0.131481,0.555960,0.799058]"
13,../../Data_Processing/Scenario3/resources/masks\993.jpg,"[0.427083,0.342593,0.2125,0.133333,0.686305,0.712193]"
30,../../Data_Processing/Scenario3/resources/masks\1002.jpg,"[0.948438,0.346296,0.103125,0.118519,0.916996,0.647828]"
26,../../Data_Processing/Scenario3/resources/masks\1116.jpg,"[0.825521,0.259259,0.128125,0.077778,0.710824,0.188383]"
4,../../Data_Processing/Scenario3/resources/masks\118.jpg,"[0.165625,0.344444,0.235417,0.140741,0.539089,0.799058]"
4,../../Data_Processing/Scenario3/resources/masks\834.jpg,"[0.130729,0.240741,0.115625,0.07037,0.140283,0.229723]"
14,../../Data_Processing/Scenario3/resources/masks\596.jpg,"[0.474479,0.330556,0.194792,0.124074,0.682420,0.671900]"
4,../../Data_Processing/Scenario3/resources/masks\876.jpg,"[0.163021,0.242593,0.132292,0.077778,0.181775,0.201988]"
10,../../Data_Processing/Scenario3/resources/masks\975.jpg,"[0.358333,0.247222,0.11875,0.075926,0.757878,0.150706]"
26,../../Data_Processing/Scenario3/resources/masks\350.jpg,"[0.833854,0.260185,0.132292,0.075926,0.683360,0.205651]"
27,../../Data_Processing/Scenario3/resources/masks\1156.jpg,"[0.909375,0.321296,0.18125,0.105556,0.662727,0.601256]"
15,../../Data_Processing/Scenario3/resources/masks\268.jpg,"[0.493229,0.248148,0.132292,0.085185,0.413979,0.229723]"
28,../../Data_Processing/Scenario3/resources/masks\556.jpg,"[0.931771,0.260185,0.134375,0.07963,0.756242,0.202512]"
21,../../Data_Processing/Scenario3/resources/masks\230.jpg,"[0.674479,0.35,0.198958,0.125926,0.720946,0.708530]"
6,../../Data_Processing/Scenario3/resources/masks\952.jpg,"[0.184896,0.244444,0.132292,0.077778,0.220507,0.201988]"
3,../../Data_Processing/Scenario3/resources/masks\277.jpg,"[0.139063,0.25,0.138542,0.088889,0.143187,0.242282]"
30,../../Data_Processing/Scenario3/resources/masks\663.jpg,"[0.926562,0.364815,0.146875,0.140741,0.860780,0.760858]"
17,../../Data_Processing/Scenario3/resources/masks\820.jpg,"[0.551562,0.251852,0.123958,0.081481,0.470686,0.218734]"
11,../../Data_Processing/Scenario3/resources/masks\773.jpg,"[0.388542,0.249074,0.13125,0.083333,0.394573,0.239142]"
26,../../Data_Processing/Scenario3/resources/masks\1060.jpg,"[0.818229,0.25,0.115625,0.074074,0.671316,0.133961]"
3,../../Data_Processing/Scenario3/resources/masks\473.jpg,"[0.113542,0.24537,0.14375,0.07963,0.171305,0.243328]"
1,../../Data_Processing/Scenario3/resources/masks\1085.jpg,"[0.047396,0.244444,0.092708,0.088889,0.112615,0.317111]"
15,../../Data_Processing/Scenario3/resources/masks\745.jpg,"[0.469271,0.359259,0.213542,0.140741,0.752275,0.800105]"
10,../../Data_Processing/Scenario3/resources/masks\575.jpg,"[0.335417,0.247222,0.129167,0.075926,0.338643,0.213501]"
6,../../Data_Processing/Scenario3/resources/masks\634.jpg,"[0.244271,0.244444,0.130208,0.077778,0.277356,0.212977]"
10,../../Data_Processing/Scenario3/resources/masks\774.jpg,"[0.363021,0.249074,0.126042,0.07963,0.376904,0.238095]"
12,../../Data_Processing/Scenario3/resources/masks\651.jpg,"[0.403646,0.352778,0.217708,0.142593,0.656878,0.787546]"
9,../../Data_Processing/Scenario3/resources/masks\792.jpg,"[0.260417,0.324074,0.191667,0.12963,0.652686,0.673469]"
16,../../Data_Processing/Scenario3/resources/masks\1020.jpg,"[0.514062,0.25,0.119792,0.077778,0.489663,0.189430]"
22,../../Data_Processing/Scenario3/resources/masks\1013.jpg,"[0.6875,0.256481,0.120833,0.07963,0.626040,0.183150]"
4,../../Data_Processing/Scenario3/resources/masks\954.jpg,"[0.132292,0.242593,0.13125,0.077778,0.181448,0.203035]"
26,../../Data_Processing/Scenario3/resources/masks\342.jpg,"[0.801042,0.365741,0.229167,0.138889,0.847774,0.781266]"
27,../../Data_Processing/Scenario3/resources/masks\972.jpg,"[0.840104,0.255556,0.128125,0.077778,0.830290,0.135531]"
9,../../Data_Processing/Scenario3/resources/masks\365.jpg,"[0.311979,0.246296,0.126042,0.077778,0.297029,0.205651]"
20,../../Data_Processing/Scenario3/resources/masks\455.jpg,"[0.659896,0.257407,0.121875,0.077778,0.557862,0.232862]"
11,../../Data_Processing/Scenario3/resources/masks\1135.jpg,"[0.393229,0.247222,0.123958,0.07963,0.372835,0.201988]"
23,../../Data_Processing/Scenario3/resources/masks\748.jpg,"[0.68125,0.366667,0.216667,0.140741,0.834605,0.801151]"
13,../../Data_Processing/Scenario3/resources/masks\58.jpg,"[0.448437,0.357407,0.203125,0.133333,0.675998,0.811094]"
11,../../Data_Processing/Scenario3/resources/masks\271.jpg,"[0.375521,0.252778,0.144792,0.090741,0.321916,0.230769]"
11,../../Data_Processing/Scenario3/resources/masks\315.jpg,"[0.369271,0.25,0.132292,0.081481,0.394614,0.237572]"
22,../../Data_Processing/Scenario3/resources/masks\81.jpg,"[0.704167,0.256481,0.120833,0.075926,0.617656,0.228676]"
28,../../Data_Processing/Scenario3/resources/masks\1056.jpg,"[0.913542,0.24537,0.11875,0.072222,0.759023,0.096285]"
3,../../Data_Processing/Scenario3/resources/masks\52.jpg,"[0.131771,0.349074,0.244792,0.138889,0.558230,0.811094]"
27,../../Data_Processing/Scenario3/resources/masks\448.jpg,"[0.867188,0.259259,0.130208,0.074074,0.707020,0.220304]"
17,../../Data_Processing/Scenario3/resources/masks\1174.jpg,"[0.542188,0.249074,0.130208,0.075926,0.511605,0.177917]"
30,../../Data_Processing/Scenario3/resources/masks\22.jpg,"[0.908854,0.449074,0.182292,0.187037,0.823664,1.000000]"
1,../../Data_Processing/Scenario3/resources/masks\476.jpg,"[0.038542,0.239815,0.072917,0.087037,0.104538,0.242805]"
26,../../Data_Processing/Scenario3/resources/masks\499.jpg,"[0.80625,0.258333,0.11875,0.075926,0.696243,0.189953]"
25,../../Data_Processing/Scenario3/resources/masks\399.jpg,"[0.765104,0.25463,0.121875,0.075926,0.658064,0.186813]"
22,../../Data_Processing/Scenario3/resources/masks\971.jpg,"[0.701562,0.362963,0.207292,0.137037,0.798409,0.750916]"
1,../../Data_Processing/Scenario3/resources/masks\1300.jpg,"[0.050521,0.242593,0.101042,0.085185,0.091368,0.233909]"
3,../../Data_Processing/Scenario3/resources/masks\46.jpg,"[0.127604,0.24537,0.138542,0.07963,0.119752,0.257980]"
24,../../Data_Processing/Scenario3/resources/masks\440.jpg,"[0.688021,0.437037,0.282292,0.185185,0.770087,0.899006]"
14,../../Data_Processing/Scenario3/resources/masks\994.jpg,"[0.484375,0.343519,0.208333,0.127778,0.710251,0.707483]"
22,../../Data_Processing/Scenario3/resources/masks\1012.jpg,"[0.711458,0.255556,0.11875,0.077778,0.643013,0.182627]"
28,../../Data_Processing/Scenario3/resources/masks\136.jpg,"[0.905208,0.357407,0.189583,0.133333,0.865361,0.748299]"
10,../../Data_Processing/Scenario3/resources/masks\1027.jpg,"[0.340104,0.247222,0.128125,0.07963,0.323020,0.193616]"
11,../../Data_Processing/Scenario3/resources/masks\248.jpg,"[0.348958,0.437037,0.28125,0.188889,0.678820,0.958660]"
27,../../Data_Processing/Scenario3/resources/masks\144.jpg,"[0.835938,0.262037,0.128125,0.075926,0.698350,0.246468]"
15,../../Data_Processing/Scenario3/resources/masks\624.jpg,"[0.519271,0.249074,0.126042,0.07963,0.470379,0.209314]"
1,../../Data_Processing/Scenario3/resources/masks\1245.jpg,"[0.058333,0.241667,0.110417,0.083333,0.132676,0.209314]"
24,../../Data_Processing/Scenario3/resources/masks\1276.jpg,"[0.747396,0.256481,0.111458,0.068519,0.633709,0.179487]"
9,../../Data_Processing/Scenario3/resources/masks\1236.jpg,"[0.285417,0.246296,0.11875,0.077778,0.322447,0.206175]"
2,../../Data_Processing/Scenario3/resources/masks\474.jpg,"[0.071875,0.244444,0.135417,0.081481,0.149302,0.242805]"
8,../../Data_Processing/Scenario3/resources/masks\1184.jpg,"[0.296875,0.249074,0.122917,0.083333,0.327253,0.184197]"
25,../../Data_Processing/Scenario3/resources/masks\898.jpg,"[0.813542,0.364815,0.222917,0.140741,0.799207,0.775510]"
4,../../Data_Processing/Scenario3/resources/masks\782.jpg,"[0.153646,0.24537,0.134375,0.083333,0.211489,0.236525]"
1,../../Data_Processing/Scenario3/resources/masks\424.jpg,"[0.070833,0.241667,0.129167,0.07963,0.147093,0.211931]"
19,../../Data_Processing/Scenario3/resources/masks\766.jpg,"[0.571354,0.25463,0.119792,0.07963,0.514734,0.240712]"
2,../../Data_Processing/Scenario3/resources/masks\903.jpg,"[0.095312,0.338889,0.178125,0.133333,0.517760,0.721612]"
14,../../Data_Processing/Scenario3/resources/masks\411.jpg,"[0.448958,0.248148,0.11875,0.077778,0.416392,0.202512]"
1,../../Data_Processing/Scenario3/resources/masks\533.jpg,"[0.054688,0.387963,0.105208,0.135185,0.518926,0.852433]"
17,../../Data_Processing/Scenario3/resources/masks\407.jpg,"[0.54375,0.25,0.11875,0.077778,0.487148,0.199372]"
9,../../Data_Processing/Scenario3/resources/masks\247.jpg,"[0.299479,0.439815,0.298958,0.190741,0.658248,0.958660]"
24,../../Data_Processing/Scenario3/resources/masks\1051.jpg,"[0.719792,0.366667,0.216667,0.144444,0.801047,0.793302]"
28,../../Data_Processing/Scenario3/resources/masks\21.jpg,"[0.842187,0.449074,0.257292,0.190741,0.806732,0.999477]"
28,../../Data_Processing/Scenario3/resources/masks\238.jpg,"[0.897396,0.346296,0.205208,0.125926,0.836281,0.666667]"
6,../../Data_Processing/Scenario3/resources/masks\44.jpg,"[0.204167,0.246296,0.14375,0.077778,0.175395,0.256934]"
5,../../Data_Processing/Scenario3/resources/masks\172.jpg,"[0.16875,0.244444,0.139583,0.077778,0.207419,0.256934]"
28,../../Data_Processing/Scenario3/resources/masks\348.jpg,"[0.907292,0.259259,0.1375,0.074074,0.728288,0.206698]"
9,../../Data_Processing/Scenario3/resources/masks\166.jpg,"[0.315625,0.246296,0.129167,0.077778,0.320280,0.245421]"
7,../../Data_Processing/Scenario3/resources/masks\538.jpg,"[0.25,0.376852,0.25,0.153704,0.609047,0.834118]"
17,../../Data_Processing/Scenario3/resources/masks\383.jpg,"[0.570312,0.375,0.230208,0.15,0.751130,0.803244]"
28,../../Data_Processing/Scenario3/resources/masks\300.jpg,"[0.890625,0.261111,0.139583,0.077778,0.718145,0.231816]"
21,../../Data_Processing/Scenario3/resources/masks\841.jpg,"[0.682813,0.366667,0.211458,0.140741,0.725507,0.793825]"
17,../../Data_Processing/Scenario3/resources/masks\893.jpg,"[0.547917,0.360185,0.216667,0.142593,0.665631,0.788592]"
7,../../Data_Processing/Scenario3/resources/masks\578.jpg,"[0.251563,0.24537,0.130208,0.07963,0.267275,0.214547]"
22,../../Data_Processing/Scenario3/resources/masks\150.jpg,"[0.694271,0.258333,0.123958,0.075926,0.600581,0.246991]"
11,../../Data_Processing/Scenario3/resources/masks\945.jpg,"[0.367708,0.248148,0.11875,0.077778,0.359768,0.201465]"
2,../../Data_Processing/Scenario3/resources/masks\640.jpg,"[0.081771,0.241667,0.142708,0.07963,0.155293,0.218210]"
28,../../Data_Processing/Scenario3/resources/masks\495.jpg,"[0.913542,0.257407,0.141667,0.074074,0.760639,0.187336]"
7,../../Data_Processing/Scenario3/resources/masks\366.jpg,"[0.276042,0.24537,0.127083,0.075926,0.270853,0.207221]"
24,../../Data_Processing/Scenario3/resources/masks\1120.jpg,"[0.740625,0.259259,0.120833,0.077778,0.648494,0.190476]"
23,../../Data_Processing/Scenario3/resources/masks\672.jpg,"[0.747917,0.256481,0.11875,0.075926,0.610397,0.188906]"
15,../../Data_Processing/Scenario3/resources/masks\653.jpg,"[0.475521,0.355556,0.203125,0.140741,0.691111,0.787546]"
25,../../Data_Processing/Scenario3/resources/masks\930.jpg,"[0.796875,0.261111,0.129167,0.077778,0.668330,0.200419]"
27,../../Data_Processing/Scenario3/resources/masks\491.jpg,"[0.846875,0.35463,0.216667,0.135185,0.903581,0.714809]"
7,../../Data_Processing/Scenario3/resources/masks\9.jpg,"[0.278125,0.437963,0.285417,0.187037,0.600888,0.996860]"
11,../../Data_Processing/Scenario3/resources/masks\314.jpg,"[0.393229,0.251852,0.128125,0.081481,0.413325,0.238095]"
7,../../Data_Processing/Scenario3/resources/masks\217.jpg,"[0.26875,0.34537,0.225,0.138889,0.549457,0.749346]"
24,../../Data_Processing/Scenario3/resources/masks\932.jpg,"[0.745833,0.259259,0.122917,0.077778,0.626817,0.201465]"
7,../../Data_Processing/Scenario3/resources/masks\688.jpg,"[0.268229,0.244444,0.128125,0.077778,0.280894,0.204082]"
2,../../Data_Processing/Scenario3/resources/masks\328.jpg,"[0.103125,0.346296,0.189583,0.140741,0.557146,0.791209]"
20,../../Data_Processing/Scenario3/resources/masks\621.jpg,"[0.626042,0.25463,0.122917,0.07963,0.528006,0.209314]"
7,../../Data_Processing/Scenario3/resources/masks\1195.jpg,"[0.233854,0.310185,0.190625,0.112963,0.480747,0.605965]"
27,../../Data_Processing/Scenario3/resources/masks\809.jpg,"[0.853646,0.262037,0.136458,0.075926,0.700006,0.214024]"
27,../../Data_Processing/Scenario3/resources/masks\20.jpg,"[0.815104,0.448148,0.294792,0.188889,0.789943,0.999477]"
28,../../Data_Processing/Scenario3/resources/masks\295.jpg,"[0.836979,0.382407,0.244792,0.15,0.867324,0.799581]"
9,../../Data_Processing/Scenario3/resources/masks\218.jpg,"[0.305729,0.348148,0.217708,0.133333,0.564058,0.747776]"
28,../../Data_Processing/Scenario3/resources/masks\390.jpg,"[0.909896,0.371296,0.180208,0.138889,0.895156,0.760335]"
28,../../Data_Processing/Scenario3/resources/masks\1214.jpg,"[0.902604,0.262037,0.128125,0.075926,0.741457,0.183150]"
19,../../Data_Processing/Scenario3/resources/masks\1258.jpg,"[0.595313,0.35,0.205208,0.125926,0.735731,0.692308]"
9,../../Data_Processing/Scenario3/resources/masks\285.jpg,"[0.285938,0.387037,0.263542,0.166667,0.658412,0.836735]"
21,../../Data_Processing/Scenario3/resources/masks\1168.jpg,"[0.679167,0.252778,0.1125,0.068519,0.832069,0.154893]"
21,../../Data_Processing/Scenario3/resources/masks\564.jpg,"[0.664583,0.25463,0.122917,0.075926,0.587738,0.208268]"
16,../../Data_Processing/Scenario3/resources/masks\1202.jpg,"[0.532813,0.312963,0.178125,0.111111,0.614261,0.597070]"
22,../../Data_Processing/Scenario3/resources/masks\815.jpg,"[0.691146,0.258333,0.123958,0.07963,0.583444,0.216117]"
26,../../Data_Processing/Scenario3/resources/masks\75.jpg,"[0.833333,0.260185,0.13125,0.075926,0.709331,0.223967]"
3,../../Data_Processing/Scenario3/resources/masks\276.jpg,"[0.18125,0.24537,0.133333,0.083333,0.170753,0.239665]"
15,../../Data_Processing/Scenario3/resources/masks\310.jpg,"[0.509375,0.253704,0.125,0.081481,0.487884,0.240188]"
26,../../Data_Processing/Scenario3/resources/masks\449.jpg,"[0.843229,0.260185,0.128125,0.075926,0.683687,0.222920]"
15,../../Data_Processing/Scenario3/resources/masks\1229.jpg,"[0.473958,0.250926,0.116667,0.075926,0.448989,0.201988]"
11,../../Data_Processing/Scenario3/resources/masks\221.jpg,"[0.398438,0.35,0.211458,0.12963,0.607615,0.740973]"
4,../../Data_Processing/Scenario3/resources/masks\45.jpg,"[0.160417,0.24537,0.13125,0.07963,0.147625,0.257457]"
26,../../Data_Processing/Scenario3/resources/masks\1217.jpg,"[0.801042,0.261111,0.125,0.077778,0.658882,0.189953]"
26,../../Data_Processing/Scenario3/resources/masks\614.jpg,"[0.822396,0.258333,0.132292,0.075926,0.677573,0.208791]"
27,../../Data_Processing/Scenario3/resources/masks\237.jpg,"[0.872917,0.348148,0.202083,0.125926,0.820638,0.672423]"
9,../../Data_Processing/Scenario3/resources/masks\908.jpg,"[0.310937,0.334259,0.203125,0.127778,0.612319,0.688121]"
7,../../Data_Processing/Scenario3/resources/masks\284.jpg,"[0.236458,0.386111,0.270833,0.161111,0.637247,0.841444]"
11,../../Data_Processing/Scenario3/resources/masks\333.jpg,"[0.345833,0.35463,0.225,0.138889,0.661193,0.792255]"
1,../../Data_Processing/Scenario3/resources/masks\48.jpg,"[0.058854,0.242593,0.109375,0.077778,0.063618,0.259027]"
25,../../Data_Processing/Scenario3/resources/masks\387.jpg,"[0.729688,0.374074,0.232292,0.148148,0.833337,0.780743]"
6,../../Data_Processing/Scenario3/resources/masks\170.jpg,"[0.214583,0.246296,0.13125,0.077778,0.246396,0.251177]"
18,../../Data_Processing/Scenario3/resources/masks\1047.jpg,"[0.577604,0.362037,0.215625,0.142593,0.733870,0.791732]"
30,../../Data_Processing/Scenario3/resources/masks\806.jpg,"[0.936458,0.262037,0.127083,0.083333,0.758778,0.213501]"
8,../../Data_Processing/Scenario3/resources/masks\1077.jpg,"[0.284375,0.246296,0.127083,0.077778,0.285822,0.260597]"
11,../../Data_Processing/Scenario3/resources/masks\889.jpg,"[0.355729,0.355556,0.213542,0.140741,0.588495,0.790162]"
13,../../Data_Processing/Scenario3/resources/masks\223.jpg,"[0.457292,0.349074,0.214583,0.135185,0.632543,0.734694]"
12,../../Data_Processing/Scenario3/resources/masks\1254.jpg,"[0.409375,0.351852,0.21875,0.12963,0.653524,0.721612]"
16,../../Data_Processing/Scenario3/resources/masks\267.jpg,"[0.517188,0.248148,0.130208,0.085185,0.440870,0.229723]"
25,../../Data_Processing/Scenario3/resources/masks\710.jpg,"[0.80625,0.366667,0.225,0.144444,0.824666,0.790162]"
19,../../Data_Processing/Scenario3/resources/masks\357.jpg,"[0.600521,0.252778,0.121875,0.07963,0.507781,0.200942]"
11,../../Data_Processing/Scenario3/resources/masks\573.jpg,"[0.394271,0.248148,0.121875,0.077778,0.385289,0.212977]"
21,../../Data_Processing/Scenario3/resources/masks\895.jpg,"[0.675,0.362037,0.216667,0.142593,0.703953,0.787023]"
28,../../Data_Processing/Scenario3/resources/masks\1114.jpg,"[0.867708,0.260185,0.129167,0.07963,0.741519,0.185243]"
22,../../Data_Processing/Scenario3/resources/masks\761.jpg,"[0.717187,0.259259,0.117708,0.077778,0.601440,0.238095]"
9,../../Data_Processing/Scenario3/resources/masks\467.jpg,"[0.297396,0.248148,0.132292,0.081481,0.298133,0.242805]"
26,../../Data_Processing/Scenario3/resources/masks\396.jpg,"[0.831771,0.256481,0.128125,0.072222,0.707327,0.182104]"
28,../../Data_Processing/Scenario3/resources/masks\1006.jpg,"[0.885417,0.258333,0.13125,0.07963,0.744504,0.174254]"
9,../../Data_Processing/Scenario3/resources/masks\1028.jpg,"[0.317708,0.24537,0.120833,0.075926,0.304247,0.194139]"
9,../../Data_Processing/Scenario3/resources/masks\947.jpg,"[0.321354,0.247222,0.128125,0.075926,0.317867,0.200942]"
20,../../Data_Processing/Scenario3/resources/masks\356.jpg,"[0.632292,0.255556,0.120833,0.077778,0.534999,0.201465]"
9,../../Data_Processing/Scenario3/resources/masks\946.jpg,"[0.34375,0.247222,0.125,0.07963,0.338889,0.200942]"
15,../../Data_Processing/Scenario3/resources/masks\435.jpg,"[0.451562,0.443519,0.292708,0.194444,0.680456,0.940869]"
11,../../Data_Processing/Scenario3/resources/masks\685.jpg,"[0.366146,0.24537,0.117708,0.075926,0.344492,0.202512]"
26,../../Data_Processing/Scenario3/resources/masks\928.jpg,"[0.852604,0.260185,0.142708,0.075926,0.710231,0.198849]"
20,../../Data_Processing/Scenario3/resources/masks\817.jpg,"[0.634375,0.261111,0.120833,0.085185,0.541011,0.217164]"
22,../../Data_Processing/Scenario3/resources/masks\31.jpg,"[0.705208,0.257407,0.120833,0.077778,0.531237,0.246991]"
22,../../Data_Processing/Scenario3/resources/masks\307.jpg,"[0.671354,0.257407,0.123958,0.077778,0.567637,0.241235]"
27,../../Data_Processing/Scenario3/resources/masks\750.jpg,"[0.805729,0.367593,0.223958,0.142593,0.896321,0.803244]"
14,../../Data_Processing/Scenario3/resources/masks\770.jpg,"[0.469271,0.250926,0.119792,0.07963,0.446228,0.240188]"
16,../../Data_Processing/Scenario3/resources/masks\382.jpg,"[0.48125,0.376852,0.23125,0.15,0.730639,0.807954]"
17,../../Data_Processing/Scenario3/resources/masks\127.jpg,"[0.546354,0.355556,0.205208,0.137037,0.691111,0.790686]"
28,../../Data_Processing/Scenario3/resources/masks\1111.jpg,"[0.930729,0.260185,0.123958,0.07963,0.793808,0.176871]"
4,../../Data_Processing/Scenario3/resources/masks\960.jpg,"[0.121354,0.351852,0.228125,0.144444,0.495777,0.778127]"
1,../../Data_Processing/Scenario3/resources/masks\1036.jpg,"[0.082812,0.353704,0.157292,0.144444,0.532218,0.789639]"
28,../../Data_Processing/Scenario3/resources/masks\1271.jpg,"[0.867708,0.255556,0.127083,0.07037,0.734157,0.152800]"
2,../../Data_Processing/Scenario3/resources/masks\47.jpg,"[0.089063,0.243519,0.136458,0.075926,0.091757,0.258503]"
24,../../Data_Processing/Scenario3/resources/masks\1063.jpg,"[0.734375,0.251852,0.11875,0.077778,0.605141,0.157509]"
9,../../Data_Processing/Scenario3/resources/masks\10.jpg,"[0.310417,0.435185,0.285417,0.185185,0.615795,0.996860]"
26,../../Data_Processing/Scenario3/resources/masks\1209.jpg,"[0.802083,0.319444,0.183333,0.112963,0.779187,0.594453]"
15,../../Data_Processing/Scenario3/resources/masks\822.jpg,"[0.489063,0.25,0.123958,0.077778,0.422016,0.220304]"
21,../../Data_Processing/Scenario3/resources/masks\151.jpg,"[0.670312,0.258333,0.123958,0.075926,0.584405,0.245945]"
7,../../Data_Processing/Scenario3/resources/masks\246.jpg,"[0.207813,0.436111,0.307292,0.187037,0.637942,0.959184]"
10,../../Data_Processing/Scenario3/resources/masks\1290.jpg,"[0.363542,0.247222,0.116667,0.075926,0.327989,0.216117]"
28,../../Data_Processing/Scenario3/resources/masks\712.jpg,"[0.852083,0.371296,0.229167,0.142593,0.862395,0.785976]"
15,../../Data_Processing/Scenario3/resources/masks\193.jpg,"[0.502604,0.309259,0.169792,0.107407,0.683647,0.626897]"
6,../../Data_Processing/Scenario3/resources/masks\537.jpg,"[0.205208,0.37963,0.2625,0.151852,0.591378,0.837781]"
17,../../Data_Processing/Scenario3/resources/masks\1203.jpg,"[0.574479,0.312963,0.176042,0.114815,0.633136,0.596546]"
