index,img,input
30,../../Data_Processing/Scenario5/resources/masks\610.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.05104575030097741, 0.06709956695076338]"
6,../../Data_Processing/Scenario5/resources/masks\611.jpg,"[0.20416666666666666, 0.1648148148148148, 0.1125, 0.05925925925925926, 0.7833377804214064, 0.8820346318274054]"
3,../../Data_Processing/Scenario5/resources/masks\612.jpg,"[0.10416666666666667, 0.21481481481481482, 0.17708333333333334, 0.1037037037037037, 0.6006855360066307, 0.08008658008757877]"
14,../../Data_Processing/Scenario5/resources/masks\613.jpg,"[0.4510416666666667, 0.1712962962962963, 0.11875, 0.07222222222222222, 0.4824613616305566, 0.772727272874079]"
20,../../Data_Processing/Scenario5/resources/masks\614.jpg,"[0.66875, 0.21388888888888888, 0.1625, 0.09814814814814815, 0.2815623653089121, 0.08008658008757877]"
2,../../Data_Processing/Scenario5/resources/masks\615.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.7470290018662541, 0.10389610386414605]"
14,../../Data_Processing/Scenario5/resources/masks\616.jpg,"[0.4505208333333333, 0.21574074074074073, 0.16145833333333334, 0.09814814814814815, 0.4252581022628355, 0.04004329012068795]"
30,../../Data_Processing/Scenario5/resources/masks\617.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.016112148771314536, 0.8820346318274054]"
13,../../Data_Processing/Scenario5/resources/masks\618.jpg,"[0.40260416666666665, 0.17314814814814813, 0.128125, 0.07222222222222222, 0.520022167033947, 0.8441558440499838]"
9,../../Data_Processing/Scenario5/resources/masks\619.jpg,"[0.303125, 0.17592592592592593, 0.12291666666666666, 0.07037037037037037, 0.5984483077112137, 0.7932900431357468]"
26,../../Data_Processing/Scenario5/resources/masks\620.jpg,"[0.871875, 0.21296296296296297, 0.17083333333333334, 0.09259259259259259, 0.16972147533669582, 0.041125541138524]"
12,../../Data_Processing/Scenario5/resources/masks\621.jpg,"[0.4244791666666667, 0.21203703703703702, 0.15729166666666666, 0.09444444444444444, 0.45331581863588327, 0.08441558446651723]"
14,../../Data_Processing/Scenario5/resources/masks\622.jpg,"[0.4625, 0.21296296296296297, 0.15833333333333333, 0.09259259259259259, 0.41372303524221754, 0.08874458869165856]"
25,../../Data_Processing/Scenario5/resources/masks\623.jpg,"[0.78125, 0.1685185185185185, 0.12083333333333333, 0.06666666666666667, 0.2193099484842936, 0.826839826688027]"
19,../../Data_Processing/Scenario5/resources/masks\624.jpg,"[0.6078125, 0.21666666666666667, 0.16354166666666667, 0.0962962962962963, 0.3824839391613512, 0.1255411254512441]"
11,../../Data_Processing/Scenario5/resources/masks\625.jpg,"[0.3828125, 0.1638888888888889, 0.121875, 0.06481481481481481, 0.6334434843222104, 0.8419913418605146]"
24,../../Data_Processing/Scenario5/resources/masks\626.jpg,"[0.75625, 0.1675925925925926, 0.11875, 0.06851851851851852, 0.24463783583833507, 0.866883116808715]"
29,../../Data_Processing/Scenario5/resources/masks\627.jpg,"[0.9375, 0.1648148148148148, 0.11666666666666667, 0.07037037037037037, 0.08792922969302545, 0.8885281383958131]"
26,../../Data_Processing/Scenario5/resources/masks\628.jpg,"[0.8473958333333333, 0.2111111111111111, 0.16979166666666667, 0.08888888888888889, 0.1673816218960001, 0.0909090908811278]"
22,../../Data_Processing/Scenario5/resources/masks\629.jpg,"[0.6807291666666667, 0.21203703703703702, 0.16145833333333334, 0.09074074074074075, 0.26957574762864983, 0.09956709948520759]"
9,../../Data_Processing/Scenario5/resources/masks\630.jpg,"[0.28541666666666665, 0.175, 0.13333333333333333, 0.07222222222222222, 0.6060836189778935, 0.7554112552045281]"
27,../../Data_Processing/Scenario5/resources/masks\631.jpg,"[0.8796875, 0.2101851851851852, 0.178125, 0.09444444444444444, 0.15373247675721657, 0.08441558446651723]"
4,../../Data_Processing/Scenario5/resources/masks\632.jpg,"[0.134375, 0.21296296296296297, 0.17291666666666666, 0.0962962962962963, 0.5930296997225623, 0.08441558446651723]"
3,../../Data_Processing/Scenario5/resources/masks\633.jpg,"[0.103125, 0.17592592592592593, 0.13125, 0.07037037037037037, 0.7561010652397572, 0.7207792206344118]"
28,../../Data_Processing/Scenario5/resources/masks\634.jpg,"[0.8927083333333333, 0.16666666666666666, 0.12916666666666668, 0.06666666666666667, 0.1293487407864089, 0.8885281383958131]"
26,../../Data_Processing/Scenario5/resources/masks\635.jpg,"[0.865625, 0.21481481481481482, 0.175, 0.1, 0.16641694546620986, 0.027056276983872564]"
22,../../Data_Processing/Scenario5/resources/masks\636.jpg,"[0.6734375, 0.1675925925925926, 0.121875, 0.06851851851851852, 0.3009379938867675, 0.8917748917569155]"
20,../../Data_Processing/Scenario5/resources/masks\637.jpg,"[0.6427083333333333, 0.21481481481481482, 0.15208333333333332, 0.1, 0.3192463208895539, 0.10064935050304365]"
4,../../Data_Processing/Scenario5/resources/masks\638.jpg,"[0.10052083333333334, 0.21666666666666667, 0.17604166666666668, 0.0962962962962963, 0.594528026925303, 0.06060606053615282]"
2,../../Data_Processing/Scenario5/resources/masks\639.jpg,"[0.08333333333333333, 0.17685185185185184, 0.12916666666666668, 0.07222222222222222, 0.769688635282623, 0.7196969696165757]"
25,../../Data_Processing/Scenario5/resources/masks\640.jpg,"[0.7786458333333334, 0.1675925925925926, 0.115625, 0.06851851851851852, 0.2238870302349902, 0.8701298700160203]"
29,../../Data_Processing/Scenario5/resources/masks\641.jpg,"[0.93125, 0.2, 0.12916666666666668, 0.09259259259259259, 0.07865191601438089, 0.10606060605361528]"
7,../../Data_Processing/Scenario5/resources/masks\642.jpg,"[0.21822916666666667, 0.17592592592592593, 0.12395833333333334, 0.07037037037037037, 0.6632458282816696, 0.7932900431357468]"
9,../../Data_Processing/Scenario5/resources/masks\643.jpg,"[0.29322916666666665, 0.175, 0.128125, 0.06851851851851852, 0.610393875327531, 0.8300865800491295]"
4,../../Data_Processing/Scenario5/resources/masks\644.jpg,"[0.0734375, 0.17407407407407408, 0.134375, 0.07407407407407407, 0.7761745448609274, 0.7662337659980771]"
18,../../Data_Processing/Scenario5/resources/masks\645.jpg,"[0.5739583333333333, 0.1712962962962963, 0.11666666666666667, 0.07592592592592592, 0.39213070340091777, 0.7575757573939973]"
7,../../Data_Processing/Scenario5/resources/masks\646.jpg,"[0.22083333333333333, 0.1638888888888889, 0.10625, 0.06481481481481481, 0.7688676340766406, 0.8820346318274054]"
28,../../Data_Processing/Scenario5/resources/masks\647.jpg,"[0.9255208333333333, 0.2101851851851852, 0.14895833333333333, 0.09074074074074075, 0.10441082901067804, 0.13744588757022344]"
15,../../Data_Processing/Scenario5/resources/masks\648.jpg,"[0.5203125, 0.21574074074074073, 0.159375, 0.09444444444444444, 0.3923359536914754, 0.09415584424223021]"
10,../../Data_Processing/Scenario5/resources/masks\649.jpg,"[0.34375, 0.21574074074074073, 0.16041666666666668, 0.09814814814814815, 0.4722604215860669, 0.061688311707786]"
20,../../Data_Processing/Scenario5/resources/masks\650.jpg,"[0.6104166666666667, 0.17037037037037037, 0.11875, 0.07407407407407407, 0.36329303585666484, 0.8127705625333757]"
26,../../Data_Processing/Scenario5/resources/masks\651.jpg,"[0.8697916666666666, 0.21481481481481482, 0.175, 0.09259259259259259, 0.1704398513973994, 0.054112554121542256]"
11,../../Data_Processing/Scenario5/resources/masks\652.jpg,"[0.3932291666666667, 0.21574074074074073, 0.16145833333333334, 0.09444444444444444, 0.4345148909095075, 0.1168831168471643]"
31,../../Data_Processing/Scenario5/resources/masks\653.jpg,"[0.9588541666666667, 0.21296296296296297, 0.08020833333333334, 0.10740740740740741, 0.09521561544533975, 0.08982683970949462]"
30,../../Data_Processing/Scenario5/resources/masks\654.jpg,"[0.9479166666666666, 0.1648148148148148, 0.08333333333333333, 0.05925925925925926, 0.06650109809292214, 0.8712121210338564]"
12,../../Data_Processing/Scenario5/resources/masks\655.jpg,"[0.42916666666666664, 0.21296296296296297, 0.15416666666666667, 0.09259259259259259, 0.4381272962449978, 0.08549783563815042]"
10,../../Data_Processing/Scenario5/resources/masks\656.jpg,"[0.3640625, 0.21574074074074073, 0.16979166666666667, 0.09444444444444444, 0.45159171609602833, 0.11580086582932826]"
15,../../Data_Processing/Scenario5/resources/masks\657.jpg,"[0.5239583333333333, 0.21851851851851853, 0.15833333333333333, 0.0962962962962963, 0.3897292748497204, 0.04004329012068795]"
7,../../Data_Processing/Scenario5/resources/masks\658.jpg,"[0.25729166666666664, 0.21574074074074073, 0.175, 0.09814814814814815, 0.5351901644074438, 0.07251082250133503]"
28,../../Data_Processing/Scenario5/resources/masks\659.jpg,"[0.9177083333333333, 0.16574074074074074, 0.12291666666666666, 0.06481481481481481, 0.09283471194069891, 0.8896103894136491]"
8,../../Data_Processing/Scenario5/resources/masks\660.jpg,"[0.2786458333333333, 0.2175925925925926, 0.16354166666666667, 0.09444444444444444, 0.5153629851553602, 0.048701298570970615]"
23,../../Data_Processing/Scenario5/resources/masks\661.jpg,"[0.7151041666666667, 0.1685185185185185, 0.096875, 0.07037037037037037, 0.28525687075770867, 0.8095238093260704]"
15,../../Data_Processing/Scenario5/resources/masks\662.jpg,"[0.5041666666666667, 0.21944444444444444, 0.17083333333333334, 0.09814814814814815, 0.38476221752071327, 0.005411255242977384]"
29,../../Data_Processing/Scenario5/resources/masks\663.jpg,"[0.9322916666666666, 0.1648148148148148, 0.125, 0.06666666666666667, 0.09170583526971221, 0.8679653678265511]"
12,../../Data_Processing/Scenario5/resources/masks\664.jpg,"[0.4197916666666667, 0.17407407407407408, 0.12291666666666666, 0.07407407407407407, 0.5094517764431192, 0.7976190475146853]"
19,../../Data_Processing/Scenario5/resources/masks\665.jpg,"[0.5739583333333333, 0.17037037037037037, 0.11458333333333333, 0.07407407407407407, 0.386958395766769, 0.8095238093260704]"
17,../../Data_Processing/Scenario5/resources/masks\666.jpg,"[0.5609375, 0.21666666666666667, 0.15520833333333334, 0.09259259259259259, 0.33232076517685777, 0.11904761919043066]"
9,../../Data_Processing/Scenario5/resources/masks\667.jpg,"[0.30625, 0.21574074074074073, 0.1625, 0.09444444444444444, 0.519180640795992, 0.0790043289159456]"
8,../../Data_Processing/Scenario5/resources/masks\668.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.7549927136153269, 0.10389610386414605]"
2,../../Data_Processing/Scenario5/resources/masks\669.jpg,"[0.041666666666666664, 0.1675925925925926, 0.08333333333333333, 0.09074074074074075, 0.8236899899397209, 0.7662337659980771]"
30,../../Data_Processing/Scenario5/resources/masks\670.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.046140268067887874, 0.9047619045861366]"
29,../../Data_Processing/Scenario5/resources/masks\671.jpg,"[0.9348958333333334, 0.16666666666666666, 0.11979166666666667, 0.06666666666666667, 0.09390201350118405, 0.8463203463932502]"
19,../../Data_Processing/Scenario5/resources/masks\672.jpg,"[0.56875, 0.16944444444444445, 0.11875, 0.07592592592592592, 0.3925822540605621, 0.7889610389106055]"
26,../../Data_Processing/Scenario5/resources/masks\673.jpg,"[0.8276041666666667, 0.1675925925925926, 0.12604166666666666, 0.06851851851851852, 0.18158494283970672, 0.8463203463932502]"
16,../../Data_Processing/Scenario5/resources/masks\674.jpg,"[0.5098958333333333, 0.16944444444444445, 0.121875, 0.07592592592592592, 0.436444243754504, 0.8181818179301501]"
3,../../Data_Processing/Scenario5/resources/masks\675.jpg,"[0.08489583333333334, 0.21574074074074073, 0.165625, 0.09814814814814815, 0.6108659510337318, 0.11255411262202297]"
28,../../Data_Processing/Scenario5/resources/masks\676.jpg,"[0.9161458333333333, 0.23703703703703705, 0.16770833333333332, 0.0962962962962963, 0.13575255023682317, 0.08549783563815042]"
15,../../Data_Processing/Scenario5/resources/masks\677.jpg,"[0.45729166666666665, 0.16944444444444445, 0.12083333333333333, 0.07592592592592592, 0.4755033763606352, 0.8528138526540636]"
18,../../Data_Processing/Scenario5/resources/masks\678.jpg,"[0.553125, 0.17037037037037037, 0.11875, 0.07407407407407407, 0.398308737499634, 0.8712121210338564]"
2,../../Data_Processing/Scenario5/resources/masks\679.jpg,"[0.06354166666666666, 0.2074074074074074, 0.08333333333333333, 0.08518518518518518, 0.6607828246491385, 0.05844155850048072]"
11,../../Data_Processing/Scenario5/resources/masks\680.jpg,"[0.39947916666666666, 0.21666666666666667, 0.16354166666666667, 0.09259259259259259, 0.4709262946099387, 0.08766233767382252]"
19,../../Data_Processing/Scenario5/resources/masks\681.jpg,"[0.5947916666666667, 0.17222222222222222, 0.11041666666666666, 0.07037037037037037, 0.36655651567778963, 0.8311688309131684]"
6,../../Data_Processing/Scenario5/resources/masks\682.jpg,"[0.2015625, 0.1824074074074074, 0.11770833333333333, 0.07962962962962963, 0.6740419942096114, 0.7489177489437147]"
25,../../Data_Processing/Scenario5/resources/masks\683.jpg,"[0.8083333333333333, 0.21481481481481482, 0.16875, 0.09259259259259259, 0.2094989840181145, 0.03787878777742159]"
7,../../Data_Processing/Scenario5/resources/masks\684.jpg,"[0.2421875, 0.21666666666666667, 0.165625, 0.1, 0.5416760739711645, 0.03679653675958554]"
23,../../Data_Processing/Scenario5/resources/masks\685.jpg,"[0.7208333333333333, 0.16944444444444445, 0.11666666666666667, 0.07222222222222222, 0.2803719135565917, 0.8127705625333757]"
28,../../Data_Processing/Scenario5/resources/masks\686.jpg,"[0.8760416666666667, 0.16666666666666666, 0.11875, 0.06666666666666667, 0.139898606359848, 0.9166666665513188]"
20,../../Data_Processing/Scenario5/resources/masks\687.jpg,"[0.6005208333333333, 0.1675925925925926, 0.11770833333333333, 0.07222222222222222, 0.4388867223550625, 0.8863636363601409]"
24,../../Data_Processing/Scenario5/resources/masks\688.jpg,"[0.7447916666666666, 0.1675925925925926, 0.11875, 0.06851851851851852, 0.25069271977438384, 0.8322510822385987]"
29,../../Data_Processing/Scenario5/resources/masks\689.jpg,"[0.9348958333333334, 0.1638888888888889, 0.09895833333333333, 0.06481481481481481, 0.07641468771896397, 0.8571428571867992]"
26,../../Data_Processing/Scenario5/resources/masks\690.jpg,"[0.846875, 0.1675925925925926, 0.12083333333333333, 0.06851851851851852, 0.17429855708739242, 0.8344155842742709]"
23,../../Data_Processing/Scenario5/resources/masks\691.jpg,"[0.715625, 0.1675925925925926, 0.09791666666666667, 0.07222222222222222, 0.29192750559459824, 0.8095238093260704]"
2,../../Data_Processing/Scenario5/resources/masks\692.jpg,"[0.05416666666666667, 0.17222222222222222, 0.10416666666666667, 0.07777777777777778, 0.8095071940279868, 0.7987012985325214]"
14,../../Data_Processing/Scenario5/resources/masks\693.jpg,"[0.4479166666666667, 0.21388888888888888, 0.16041666666666668, 0.09444444444444444, 0.42248722316530013, 0.08766233767382252]"
11,../../Data_Processing/Scenario5/resources/masks\694.jpg,"[0.3489583333333333, 0.175, 0.12916666666666668, 0.07222222222222222, 0.561687978496417, 0.83658008646374]"
20,../../Data_Processing/Scenario5/resources/masks\695.jpg,"[0.6447916666666667, 0.21296296296296297, 0.14791666666666667, 0.0962962962962963, 0.3151618398624467, 0.0909090908811278]"
18,../../Data_Processing/Scenario5/resources/masks\696.jpg,"[0.565625, 0.1712962962962963, 0.1125, 0.07222222222222222, 0.39904763859231007, 0.8073593072903983]"
19,../../Data_Processing/Scenario5/resources/masks\697.jpg,"[0.5963541666666666, 0.1712962962962963, 0.11354166666666667, 0.07222222222222222, 0.3748486279092553, 0.7922077922717079]"
6,../../Data_Processing/Scenario5/resources/masks\698.jpg,"[0.20052083333333334, 0.21574074074074073, 0.178125, 0.10185185185185185, 0.5673528868395714, 0.06926406929402974]"
12,../../Data_Processing/Scenario5/resources/masks\699.jpg,"[0.37552083333333336, 0.17407407407407408, 0.12604166666666666, 0.07037037037037037, 0.5378584183451165, 0.764069263962405]"
15,../../Data_Processing/Scenario5/resources/masks\700.jpg,"[0.46770833333333334, 0.17222222222222222, 0.12083333333333333, 0.07407407407407407, 0.47400504915789443, 0.7478354976182844]"
13,../../Data_Processing/Scenario5/resources/masks\701.jpg,"[0.44895833333333335, 0.21481481481481482, 0.16041666666666668, 0.09259259259259259, 0.39931446399336934, 0.1168831168471643]"
7,../../Data_Processing/Scenario5/resources/masks\702.jpg,"[0.2171875, 0.17592592592592593, 0.121875, 0.07037037037037037, 0.6740009441456664, 0.7683982683413435]"
7,../../Data_Processing/Scenario5/resources/masks\703.jpg,"[0.23958333333333334, 0.1935185185185185, 0.11666666666666667, 0.08333333333333333, 0.6008292112158546, 0.11255411262202297]"
14,../../Data_Processing/Scenario5/resources/masks\704.jpg,"[0.4427083333333333, 0.17037037037037037, 0.12708333333333333, 0.07407407407407407, 0.4681554155269872, 0.7976190475146853]"
11,../../Data_Processing/Scenario5/resources/masks\705.jpg,"[0.38333333333333336, 0.21388888888888888, 0.16458333333333333, 0.09444444444444444, 0.4740871492712007, 0.09523809526006626]"
7,../../Data_Processing/Scenario5/resources/masks\706.jpg,"[0.2671875, 0.21666666666666667, 0.16979166666666667, 0.0962962962962963, 0.5273290778036499, 0.051948051932073025]"
6,../../Data_Processing/Scenario5/resources/masks\707.jpg,"[0.2046875, 0.1787037037037037, 0.11770833333333333, 0.07592592592592592, 0.6726462921521494, 0.7932900431357468]"
27,../../Data_Processing/Scenario5/resources/masks\708.jpg,"[0.8515625, 0.1675925925925926, 0.12604166666666666, 0.06851851851851852, 0.1599720859664344, 0.9123376620185832]"
21,../../Data_Processing/Scenario5/resources/masks\709.jpg,"[0.6947916666666667, 0.21296296296296297, 0.1625, 0.09259259259259259, 0.28367644342707765, 0.10389610386414605]"
23,../../Data_Processing/Scenario5/resources/masks\710.jpg,"[0.7364583333333333, 0.21296296296296297, 0.16041666666666668, 0.0962962962962963, 0.24995381869629166, 0.057359307482644666]"
26,../../Data_Processing/Scenario5/resources/masks\711.jpg,"[0.8479166666666667, 0.2222222222222222, 0.17708333333333334, 0.1, 0.2469571642616422, 0.12987012967638545]"
7,../../Data_Processing/Scenario5/resources/masks\712.jpg,"[0.24322916666666666, 0.21666666666666667, 0.165625, 0.0962962962962963, 0.5312698836215332, 0.01623376619032354]"
26,../../Data_Processing/Scenario5/resources/masks\713.jpg,"[0.8317708333333333, 0.16666666666666666, 0.121875, 0.07037037037037037, 0.17294390509387553, 0.9090909091188722]"
17,../../Data_Processing/Scenario5/resources/masks\714.jpg,"[0.5572916666666666, 0.16944444444444445, 0.11875, 0.07222222222222222, 0.40146959217547995, 0.7867965367211363]"
20,../../Data_Processing/Scenario5/resources/masks\715.jpg,"[0.6739583333333333, 0.21851851851851853, 0.1625, 0.0962962962962963, 0.3459493852836687, 0.1266233767766744]"
30,../../Data_Processing/Scenario5/resources/masks\716.jpg,"[0.9302083333333333, 0.2, 0.12916666666666668, 0.08518518518518518, 0.09716549332230882, 0.09848484846737154]"
28,../../Data_Processing/Scenario5/resources/masks\717.jpg,"[0.8708333333333333, 0.1675925925925926, 0.12083333333333333, 0.06851851851851852, 0.1329611461218992, 0.877705627602264]"
6,../../Data_Processing/Scenario5/resources/masks\718.jpg,"[0.171875, 0.18055555555555555, 0.1375, 0.07222222222222222, 0.6963527021261987, 0.7489177489437147]"
19,../../Data_Processing/Scenario5/resources/masks\719.jpg,"[0.5802083333333333, 0.17037037037037037, 0.125, 0.07777777777777778, 0.3760596046935483, 0.8290043287236992]"
30,../../Data_Processing/Scenario5/resources/masks\720.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.01479854682715882, 0.9155844153796856]"
24,../../Data_Processing/Scenario5/resources/masks\721.jpg,"[0.7895833333333333, 0.2101851851851852, 0.16041666666666668, 0.09074074074074075, 0.20709755546691722, 0.10606060605361528]"
4,../../Data_Processing/Scenario5/resources/masks\722.jpg,"[0.12864583333333332, 0.1638888888888889, 0.10729166666666666, 0.05740740740740741, 0.856612138496497, 0.8809523808095693]"
26,../../Data_Processing/Scenario5/resources/masks\723.jpg,"[0.853125, 0.2111111111111111, 0.16458333333333333, 0.08888888888888889, 0.1592331848737583, 0.12445887443340806]"
23,../../Data_Processing/Scenario5/resources/masks\724.jpg,"[0.7145833333333333, 0.17222222222222222, 0.11458333333333333, 0.07407407407407407, 0.3581617782864612, 0.9112554111545443]"
25,../../Data_Processing/Scenario5/resources/masks\725.jpg,"[0.8072916666666666, 0.21296296296296297, 0.16666666666666666, 0.09259259259259259, 0.19406416124355844, 0.08766233767382252]"
10,../../Data_Processing/Scenario5/resources/masks\726.jpg,"[0.32864583333333336, 0.17222222222222222, 0.128125, 0.07407407407407407, 0.580858356769131, 0.8333333332564348]"
24,../../Data_Processing/Scenario5/resources/masks\727.jpg,"[0.7536458333333333, 0.1685185185185185, 0.11354166666666667, 0.06666666666666667, 0.2495022680220634, 0.8495670994467583]"
25,../../Data_Processing/Scenario5/resources/masks\728.jpg,"[0.8291666666666667, 0.20833333333333334, 0.16458333333333333, 0.09074074074074075, 0.1773362615714031, 0.11147186129659267]"
20,../../Data_Processing/Scenario5/resources/masks\729.jpg,"[0.6260416666666667, 0.1712962962962963, 0.10833333333333334, 0.07222222222222222, 0.34816608854711306, 0.8127705625333757]"
25,../../Data_Processing/Scenario5/resources/masks\730.jpg,"[0.7963541666666667, 0.2111111111111111, 0.16145833333333334, 0.08888888888888889, 0.20239732353896925, 0.08658008665598646]"
20,../../Data_Processing/Scenario5/resources/masks\731.jpg,"[0.6286458333333333, 0.16944444444444445, 0.115625, 0.07222222222222222, 0.41977791917826635, 0.8928571426209544]"
15,../../Data_Processing/Scenario5/resources/masks\732.jpg,"[0.5203125, 0.21203703703703702, 0.146875, 0.08703703703703704, 0.4363826686585864, 0.123376623415572]"
5,../../Data_Processing/Scenario5/resources/masks\733.jpg,"[0.1984375, 0.17962962962962964, 0.103125, 0.07407407407407407, 0.67913220171587, 0.8073593072903983]"
20,../../Data_Processing/Scenario5/resources/masks\734.jpg,"[0.6135416666666667, 0.1712962962962963, 0.11458333333333333, 0.07222222222222222, 0.3681985180897544, 0.7932900431357468]"
28,../../Data_Processing/Scenario5/resources/masks\735.jpg,"[0.9166666666666666, 0.16574074074074074, 0.12916666666666668, 0.06851851851851852, 0.11553539542101283, 0.8463203463932502]"
20,../../Data_Processing/Scenario5/resources/masks\736.jpg,"[0.6677083333333333, 0.21296296296296297, 0.1625, 0.0962962962962963, 0.3017179450288048, 0.10173160182847395]"
15,../../Data_Processing/Scenario5/resources/masks\737.jpg,"[0.5291666666666667, 0.21574074074074073, 0.16458333333333333, 0.09444444444444444, 0.38759467169958234, 0.09415584424223021]"
2,../../Data_Processing/Scenario5/resources/masks\738.jpg,"[0.06458333333333334, 0.2064814814814815, 0.12916666666666668, 0.09074074074074075, 0.6417971716495937, 0.05844155850048072]"
11,../../Data_Processing/Scenario5/resources/masks\739.jpg,"[0.3927083333333333, 0.21666666666666667, 0.17083333333333334, 0.0962962962962963, 0.4598633032955215, 0.03896103879525764]"
28,../../Data_Processing/Scenario5/resources/masks\740.jpg,"[0.8932291666666666, 0.2101851851851852, 0.17395833333333333, 0.09444444444444444, 0.1553950042157378, 0.11904761919043066]"
14,../../Data_Processing/Scenario5/resources/masks\741.jpg,"[0.44166666666666665, 0.16574074074074074, 0.11041666666666666, 0.06851851851851852, 0.5786211284591302, 0.8506493503107972]"
17,../../Data_Processing/Scenario5/resources/masks\742.jpg,"[0.5661458333333333, 0.21296296296296297, 0.15729166666666666, 0.09259259259259259, 0.36475031301004446, 0.08874458869165856]"
26,../../Data_Processing/Scenario5/resources/masks\743.jpg,"[0.80625, 0.1675925925925926, 0.12291666666666666, 0.06851851851851852, 0.19162168264299995, 0.9058441557577698]"
27,../../Data_Processing/Scenario5/resources/masks\744.jpg,"[0.8598958333333333, 0.1675925925925926, 0.12395833333333334, 0.06851851851851852, 0.14104800804822332, 0.8755411255665919]"
30,../../Data_Processing/Scenario5/resources/masks\745.jpg,"[0.9411458333333333, 0.20277777777777778, 0.11354166666666667, 0.09444444444444444, 0.08612302703986421, 0.05627705615721436]"
2,../../Data_Processing/Scenario5/resources/masks\746.jpg,"[0.051041666666666666, 0.17407407407407408, 0.09583333333333334, 0.07777777777777778, 0.8075162660870726, 0.742424242375307]"
29,../../Data_Processing/Scenario5/resources/masks\747.jpg,"[0.9369791666666667, 0.21203703703703702, 0.12604166666666666, 0.09074074074074075, 0.11243611584108452, 0.12445887443340806]"
15,../../Data_Processing/Scenario5/resources/masks\748.jpg,"[0.503125, 0.21574074074074073, 0.16666666666666666, 0.09814814814814815, 0.39945813920259327, 0.04004329012068795]"
30,../../Data_Processing/Scenario5/resources/masks\749.jpg,"[0.9510416666666667, 0.20092592592592592, 0.09791666666666667, 0.09444444444444444, 0.08109439461493939, 0.13095238100181575]"
30,../../Data_Processing/Scenario5/resources/masks\750.jpg,"[0.9567708333333333, 0.20092592592592592, 0.08645833333333333, 0.09444444444444444, 0.060179388770398044, 0.061688311707786]"
13,../../Data_Processing/Scenario5/resources/masks\751.jpg,"[0.4354166666666667, 0.17222222222222222, 0.12083333333333333, 0.07407407407407407, 0.5035405677162944, 0.7813852813243617]"
14,../../Data_Processing/Scenario5/resources/masks\752.jpg,"[0.4578125, 0.1675925925925926, 0.115625, 0.06851851851851852, 0.5581987233381782, 0.8939393936387905]"
28,../../Data_Processing/Scenario5/resources/masks\753.jpg,"[0.8973958333333333, 0.21203703703703702, 0.178125, 0.09444444444444444, 0.15092054761032003, 0.051948051932073025]"
20,../../Data_Processing/Scenario5/resources/masks\754.jpg,"[0.61875, 0.17037037037037037, 0.10833333333333334, 0.07037037037037037, 0.348309763756337, 0.8344155842742709]"
30,../../Data_Processing/Scenario5/resources/masks\755.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.04090638533782147, 0.8701298700160203]"
6,../../Data_Processing/Scenario5/resources/masks\756.jpg,"[0.2171875, 0.17777777777777778, 0.11770833333333333, 0.07407407407407407, 0.6732825680849628, 0.7499999998077536]"
9,../../Data_Processing/Scenario5/resources/masks\757.jpg,"[0.27708333333333335, 0.17592592592592593, 0.12916666666666668, 0.06666666666666667, 0.6167566347140001, 0.7932900431357468]"
5,../../Data_Processing/Scenario5/resources/masks\758.jpg,"[0.16770833333333332, 0.21666666666666667, 0.17708333333333334, 0.1, 0.5976067814732589, 0.0790043289159456]"
16,../../Data_Processing/Scenario5/resources/masks\759.jpg,"[0.5125, 0.1638888888888889, 0.11875, 0.07222222222222222, 0.5091644260246714, 0.865800865790879]"
27,../../Data_Processing/Scenario5/resources/masks\760.jpg,"[0.8927083333333333, 0.21574074074074073, 0.175, 0.09814814814814815, 0.14619979065039954, 0.032467532534444205]"
21,../../Data_Processing/Scenario5/resources/masks\761.jpg,"[0.665625, 0.1675925925925926, 0.1125, 0.07222222222222222, 0.3328338909324197, 0.8203463201196194]"
25,../../Data_Processing/Scenario5/resources/masks\762.jpg,"[0.771875, 0.20925925925925926, 0.1625, 0.09259259259259259, 0.2159848935818351, 0.10606060605361528]"
22,../../Data_Processing/Scenario5/resources/masks\763.jpg,"[0.678125, 0.1675925925925926, 0.13125, 0.07222222222222222, 0.3044272490304225, 0.8214285714450497]"
9,../../Data_Processing/Scenario5/resources/masks\764.jpg,"[0.3125, 0.21574074074074073, 0.1625, 0.09814814814814815, 0.5023706409959465, 0.05519480513937831]"
3,../../Data_Processing/Scenario5/resources/masks\765.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.9687198538551886, 0.8387445884994121]"
2,../../Data_Processing/Scenario5/resources/masks\766.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.8378317358020938, 0.7413419913574709]"
15,../../Data_Processing/Scenario5/resources/masks\767.jpg,"[0.46041666666666664, 0.1712962962962963, 0.12083333333333333, 0.07222222222222222, 0.47581125182563955, 0.7770562767916261]"
