index,img,input
13,../../Data_Processing/Scenario3/resources/masks\223.jpg,"[0.457292,0.349074,0.214583,0.135185,0.632543,0.734694]"
15,../../Data_Processing/Scenario3/resources/masks\224.jpg,"[0.486458,0.35,0.210417,0.12963,0.645038,0.731554]"
15,../../Data_Processing/Scenario3/resources/masks\225.jpg,"[0.522917,0.35,0.2125,0.12963,0.657553,0.728414]"
17,../../Data_Processing/Scenario3/resources/masks\226.jpg,"[0.556771,0.350926,0.203125,0.127778,0.670109,0.724751]"
19,../../Data_Processing/Scenario3/resources/masks\227.jpg,"[0.589583,0.350926,0.20625,0.131481,0.682665,0.721088]"
19,../../Data_Processing/Scenario3/resources/masks\228.jpg,"[0.614062,0.350926,0.194792,0.127778,0.695262,0.716902]"
20,../../Data_Processing/Scenario3/resources/masks\229.jpg,"[0.642188,0.350926,0.205208,0.127778,0.707859,0.713762]"
21,../../Data_Processing/Scenario3/resources/masks\230.jpg,"[0.674479,0.35,0.198958,0.125926,0.720946,0.708530]"
22,../../Data_Processing/Scenario3/resources/masks\231.jpg,"[0.695833,0.35,0.204167,0.12963,0.734300,0.703820]"
23,../../Data_Processing/Scenario3/resources/masks\232.jpg,"[0.721354,0.350926,0.203125,0.127778,0.747981,0.698587]"
24,../../Data_Processing/Scenario3/resources/masks\233.jpg,"[0.755208,0.35,0.2,0.12963,0.761948,0.693878]"
25,../../Data_Processing/Scenario3/resources/masks\234.jpg,"[0.784375,0.348148,0.202083,0.125926,0.776201,0.688645]"
25,../../Data_Processing/Scenario3/resources/masks\235.jpg,"[0.814583,0.349074,0.202083,0.127778,0.790781,0.683412]"
26,../../Data_Processing/Scenario3/resources/masks\236.jpg,"[0.844271,0.349074,0.207292,0.124074,0.805628,0.678179]"
27,../../Data_Processing/Scenario3/resources/masks\237.jpg,"[0.872917,0.348148,0.202083,0.125926,0.820638,0.672423]"
28,../../Data_Processing/Scenario3/resources/masks\238.jpg,"[0.897396,0.346296,0.205208,0.125926,0.836281,0.666667]"
29,../../Data_Processing/Scenario3/resources/masks\239.jpg,"[0.910417,0.344444,0.179167,0.125926,0.852171,0.661434]"
30,../../Data_Processing/Scenario3/resources/masks\240.jpg,"[0.927083,0.34537,0.145833,0.124074,0.868346,0.655678]"
30,../../Data_Processing/Scenario3/resources/masks\241.jpg,"[0.944271,0.347222,0.111458,0.124074,0.884788,0.649398]"
30,../../Data_Processing/Scenario3/resources/masks\242.jpg,"[0.946354,0.344444,0.105208,0.118519,0.901495,0.643119]"
2,../../Data_Processing/Scenario3/resources/masks\243.jpg,"[0.09375,0.431481,0.177083,0.188889,0.577003,0.959707]"
3,../../Data_Processing/Scenario3/resources/masks\244.jpg,"[0.132292,0.437963,0.245833,0.187037,0.597350,0.959707]"
4,../../Data_Processing/Scenario3/resources/masks\245.jpg,"[0.157292,0.433333,0.314583,0.188889,0.617840,0.959184]"
7,../../Data_Processing/Scenario3/resources/masks\246.jpg,"[0.207813,0.436111,0.307292,0.187037,0.637942,0.959184]"
9,../../Data_Processing/Scenario3/resources/masks\247.jpg,"[0.299479,0.439815,0.298958,0.190741,0.658248,0.958660]"
11,../../Data_Processing/Scenario3/resources/masks\248.jpg,"[0.348958,0.437037,0.28125,0.188889,0.678820,0.958660]"
13,../../Data_Processing/Scenario3/resources/masks\249.jpg,"[0.426563,0.440741,0.292708,0.188889,0.699597,0.958660]"
16,../../Data_Processing/Scenario3/resources/masks\250.jpg,"[0.490625,0.443519,0.297917,0.194444,0.720619,0.958660]"
19,../../Data_Processing/Scenario3/resources/masks\251.jpg,"[0.545833,0.446296,0.291667,0.196296,0.741887,0.958660]"
21,../../Data_Processing/Scenario3/resources/masks\252.jpg,"[0.608854,0.442593,0.296875,0.196296,0.763379,0.958660]"
23,../../Data_Processing/Scenario3/resources/masks\253.jpg,"[0.677083,0.443519,0.29375,0.194444,0.785342,0.958137]"
25,../../Data_Processing/Scenario3/resources/masks\254.jpg,"[0.723437,0.450926,0.303125,0.194444,0.807407,0.957614]"
27,../../Data_Processing/Scenario3/resources/masks\255.jpg,"[0.811979,0.446296,0.296875,0.188889,0.829738,0.957614]"
29,../../Data_Processing/Scenario3/resources/masks\256.jpg,"[0.849479,0.449074,0.261458,0.194444,0.852355,0.957091]"
30,../../Data_Processing/Scenario3/resources/masks\257.jpg,"[0.919792,0.449074,0.160417,0.187037,0.875217,0.957091]"
28,../../Data_Processing/Scenario3/resources/masks\258.jpg,"[0.892188,0.255556,0.138542,0.085185,0.681213,0.231816]"
27,../../Data_Processing/Scenario3/resources/masks\259.jpg,"[0.848958,0.260185,0.141667,0.07963,0.654506,0.231816]"
25,../../Data_Processing/Scenario3/resources/masks\260.jpg,"[0.807292,0.261111,0.129167,0.074074,0.627983,0.231293]"
24,../../Data_Processing/Scenario3/resources/masks\261.jpg,"[0.7625,0.257407,0.129167,0.081481,0.601337,0.230769]"
22,../../Data_Processing/Scenario3/resources/masks\262.jpg,"[0.735417,0.264815,0.135417,0.096296,0.574671,0.230246]"
22,../../Data_Processing/Scenario3/resources/masks\263.jpg,"[0.694271,0.261111,0.140625,0.092593,0.547964,0.230246]"
20,../../Data_Processing/Scenario3/resources/masks\264.jpg,"[0.6625,0.260185,0.141667,0.094444,0.521237,0.229723]"
19,../../Data_Processing/Scenario3/resources/masks\265.jpg,"[0.630729,0.260185,0.136458,0.094444,0.494489,0.229723]"
17,../../Data_Processing/Scenario3/resources/masks\266.jpg,"[0.558854,0.247222,0.134375,0.087037,0.467680,0.229723]"
16,../../Data_Processing/Scenario3/resources/masks\267.jpg,"[0.517188,0.248148,0.130208,0.085185,0.440870,0.229723]"
15,../../Data_Processing/Scenario3/resources/masks\268.jpg,"[0.493229,0.248148,0.132292,0.085185,0.413979,0.229723]"
13,../../Data_Processing/Scenario3/resources/masks\269.jpg,"[0.459375,0.250926,0.125,0.07963,0.383346,0.229723]"
11,../../Data_Processing/Scenario3/resources/masks\270.jpg,"[0.404167,0.247222,0.141667,0.083333,0.352672,0.230246]"
11,../../Data_Processing/Scenario3/resources/masks\271.jpg,"[0.375521,0.252778,0.144792,0.090741,0.321916,0.230769]"
9,../../Data_Processing/Scenario3/resources/masks\272.jpg,"[0.330208,0.248148,0.133333,0.081481,0.291098,0.231816]"
7,../../Data_Processing/Scenario3/resources/masks\273.jpg,"[0.294271,0.249074,0.115625,0.07963,0.260220,0.233386]"
6,../../Data_Processing/Scenario3/resources/masks\274.jpg,"[0.261458,0.247222,0.125,0.075926,0.229280,0.235479]"
6,../../Data_Processing/Scenario3/resources/masks\275.jpg,"[0.220833,0.247222,0.125,0.07963,0.198196,0.237572]"
3,../../Data_Processing/Scenario3/resources/masks\276.jpg,"[0.18125,0.24537,0.133333,0.083333,0.170753,0.239665]"
3,../../Data_Processing/Scenario3/resources/masks\277.jpg,"[0.139063,0.25,0.138542,0.088889,0.143187,0.242282]"
3,../../Data_Processing/Scenario3/resources/masks\278.jpg,"[0.101042,0.243519,0.133333,0.07963,0.115519,0.245421]"
1,../../Data_Processing/Scenario3/resources/masks\279.jpg,"[0.043229,0.238889,0.082292,0.077778,0.059897,0.251701]"
1,../../Data_Processing/Scenario3/resources/masks\280.jpg,"[0.066146,0.39537,0.126042,0.157407,0.549109,0.862376]"
2,../../Data_Processing/Scenario3/resources/masks\281.jpg,"[0.1,0.387963,0.189583,0.161111,0.573526,0.855573]"
3,../../Data_Processing/Scenario3/resources/masks\282.jpg,"[0.132812,0.387037,0.248958,0.162963,0.594794,0.850863]"
5,../../Data_Processing/Scenario3/resources/masks\283.jpg,"[0.169792,0.387963,0.283333,0.161111,0.616041,0.846154]"
7,../../Data_Processing/Scenario3/resources/masks\284.jpg,"[0.236458,0.386111,0.270833,0.161111,0.637247,0.841444]"
9,../../Data_Processing/Scenario3/resources/masks\285.jpg,"[0.285938,0.387037,0.263542,0.166667,0.658412,0.836735]"
11,../../Data_Processing/Scenario3/resources/masks\286.jpg,"[0.342708,0.384259,0.25,0.157407,0.679536,0.832548]"
13,../../Data_Processing/Scenario3/resources/masks\287.jpg,"[0.401562,0.384259,0.244792,0.157407,0.700620,0.828885]"
15,../../Data_Processing/Scenario3/resources/masks\288.jpg,"[0.488542,0.383333,0.247917,0.155556,0.721683,0.824699]"
17,../../Data_Processing/Scenario3/resources/masks\289.jpg,"[0.549479,0.382407,0.242708,0.153704,0.742643,0.821036]"
20,../../Data_Processing/Scenario3/resources/masks\290.jpg,"[0.607812,0.383333,0.240625,0.151852,0.763665,0.817373]"
21,../../Data_Processing/Scenario3/resources/masks\291.jpg,"[0.619792,0.381481,0.235417,0.155556,0.784585,0.813187]"
23,../../Data_Processing/Scenario3/resources/masks\292.jpg,"[0.715625,0.381481,0.239583,0.151852,0.805403,0.809524]"
25,../../Data_Processing/Scenario3/resources/masks\293.jpg,"[0.773958,0.380556,0.247917,0.15,0.826139,0.806384]"
26,../../Data_Processing/Scenario3/resources/masks\294.jpg,"[0.835417,0.381481,0.252083,0.151852,0.846772,0.802721]"
28,../../Data_Processing/Scenario3/resources/masks\295.jpg,"[0.836979,0.382407,0.244792,0.15,0.867324,0.799581]"
29,../../Data_Processing/Scenario3/resources/masks\296.jpg,"[0.902604,0.37963,0.194792,0.151852,0.887773,0.796965]"
30,../../Data_Processing/Scenario3/resources/masks\297.jpg,"[0.940625,0.37963,0.091667,0.148148,0.907916,0.793825]"
29,../../Data_Processing/Scenario3/resources/masks\298.jpg,"[0.939583,0.260185,0.116667,0.075926,0.759126,0.228676]"
28,../../Data_Processing/Scenario3/resources/masks\299.jpg,"[0.924479,0.262037,0.134375,0.072222,0.738553,0.230246]"
28,../../Data_Processing/Scenario3/resources/masks\300.jpg,"[0.890625,0.261111,0.139583,0.077778,0.718145,0.231816]"
28,../../Data_Processing/Scenario3/resources/masks\301.jpg,"[0.859896,0.260185,0.132292,0.075926,0.697879,0.233909]"
26,../../Data_Processing/Scenario3/resources/masks\302.jpg,"[0.826562,0.258333,0.130208,0.075926,0.677880,0.235479]"
25,../../Data_Processing/Scenario3/resources/masks\303.jpg,"[0.797917,0.261111,0.127083,0.077778,0.655324,0.237572]"
24,../../Data_Processing/Scenario3/resources/masks\304.jpg,"[0.76875,0.261111,0.11875,0.077778,0.633014,0.238619]"
23,../../Data_Processing/Scenario3/resources/masks\305.jpg,"[0.736979,0.259259,0.128125,0.077778,0.610969,0.240188]"
22,../../Data_Processing/Scenario3/resources/masks\306.jpg,"[0.704167,0.259259,0.122917,0.077778,0.589190,0.240712]"
22,../../Data_Processing/Scenario3/resources/masks\307.jpg,"[0.671354,0.257407,0.123958,0.077778,0.567637,0.241235]"
19,../../Data_Processing/Scenario3/resources/masks\308.jpg,"[0.582292,0.255556,0.129167,0.077778,0.524979,0.241758]"
17,../../Data_Processing/Scenario3/resources/masks\309.jpg,"[0.552083,0.255556,0.125,0.077778,0.506452,0.241235]"
15,../../Data_Processing/Scenario3/resources/masks\310.jpg,"[0.509375,0.253704,0.125,0.081481,0.487884,0.240188]"
15,../../Data_Processing/Scenario3/resources/masks\311.jpg,"[0.483333,0.252778,0.122917,0.083333,0.469275,0.239665]"
13,../../Data_Processing/Scenario3/resources/masks\312.jpg,"[0.456771,0.251852,0.123958,0.081481,0.450666,0.239142]"
13,../../Data_Processing/Scenario3/resources/masks\313.jpg,"[0.426042,0.252778,0.122917,0.083333,0.432016,0.238619]"
11,../../Data_Processing/Scenario3/resources/masks\314.jpg,"[0.393229,0.251852,0.128125,0.081481,0.413325,0.238095]"
11,../../Data_Processing/Scenario3/resources/masks\315.jpg,"[0.369271,0.25,0.132292,0.081481,0.394614,0.237572]"
10,../../Data_Processing/Scenario3/resources/masks\316.jpg,"[0.338542,0.248148,0.133333,0.077778,0.375759,0.237049]"
9,../../Data_Processing/Scenario3/resources/masks\317.jpg,"[0.313021,0.249074,0.130208,0.07963,0.354001,0.237572]"
8,../../Data_Processing/Scenario3/resources/masks\318.jpg,"[0.283854,0.247222,0.134375,0.07963,0.331956,0.238095]"
7,../../Data_Processing/Scenario3/resources/masks\319.jpg,"[0.255729,0.247222,0.136458,0.07963,0.309646,0.239142]"
6,../../Data_Processing/Scenario3/resources/masks\320.jpg,"[0.234896,0.246296,0.130208,0.077778,0.287049,0.239665]"
6,../../Data_Processing/Scenario3/resources/masks\321.jpg,"[0.203125,0.246296,0.1375,0.077778,0.264187,0.240712]"
6,../../Data_Processing/Scenario3/resources/masks\322.jpg,"[0.175521,0.246296,0.136458,0.081481,0.241058,0.241758]"
4,../../Data_Processing/Scenario3/resources/masks\323.jpg,"[0.142708,0.24537,0.14375,0.07963,0.217644,0.242805]"
3,../../Data_Processing/Scenario3/resources/masks\324.jpg,"[0.121354,0.24537,0.138542,0.07963,0.193697,0.243851]"
3,../../Data_Processing/Scenario3/resources/masks\325.jpg,"[0.083333,0.244444,0.141667,0.077778,0.169444,0.245421]"
1,../../Data_Processing/Scenario3/resources/masks\326.jpg,"[0.051562,0.242593,0.103125,0.085185,0.120018,0.249608]"
2,../../Data_Processing/Scenario3/resources/masks\327.jpg,"[0.071354,0.344444,0.142708,0.140741,0.536165,0.791209]"
2,../../Data_Processing/Scenario3/resources/masks\328.jpg,"[0.103125,0.346296,0.189583,0.140741,0.557146,0.791209]"
4,../../Data_Processing/Scenario3/resources/masks\329.jpg,"[0.133854,0.35,0.240625,0.137037,0.578025,0.791209]"
6,../../Data_Processing/Scenario3/resources/masks\330.jpg,"[0.193229,0.35,0.242708,0.140741,0.598863,0.791209]"
7,../../Data_Processing/Scenario3/resources/masks\331.jpg,"[0.236979,0.352778,0.230208,0.135185,0.619660,0.791732]"
9,../../Data_Processing/Scenario3/resources/masks\332.jpg,"[0.294271,0.353704,0.226042,0.140741,0.640457,0.791732]"
11,../../Data_Processing/Scenario3/resources/masks\333.jpg,"[0.345833,0.35463,0.225,0.138889,0.661193,0.792255]"
12,../../Data_Processing/Scenario3/resources/masks\334.jpg,"[0.402604,0.355556,0.223958,0.140741,0.681908,0.792779]"
15,../../Data_Processing/Scenario3/resources/masks\335.jpg,"[0.453125,0.357407,0.225,0.140741,0.702603,0.792779]"
17,../../Data_Processing/Scenario3/resources/masks\336.jpg,"[0.509896,0.360185,0.219792,0.142593,0.723503,0.792779]"
19,../../Data_Processing/Scenario3/resources/masks\337.jpg,"[0.591146,0.361111,0.219792,0.144444,0.744034,0.792255]"
20,../../Data_Processing/Scenario3/resources/masks\338.jpg,"[0.599479,0.361111,0.215625,0.140741,0.764626,0.791209]"
22,../../Data_Processing/Scenario3/resources/masks\339.jpg,"[0.689583,0.362037,0.216667,0.142593,0.785301,0.789639]"
23,../../Data_Processing/Scenario3/resources/masks\340.jpg,"[0.703125,0.362963,0.216667,0.140741,0.806057,0.787546]"
25,../../Data_Processing/Scenario3/resources/masks\341.jpg,"[0.796354,0.363889,0.226042,0.146296,0.826875,0.784929]"
26,../../Data_Processing/Scenario3/resources/masks\342.jpg,"[0.801042,0.365741,0.229167,0.138889,0.847774,0.781266]"
28,../../Data_Processing/Scenario3/resources/masks\343.jpg,"[0.844271,0.367593,0.228125,0.138889,0.868755,0.777080]"
30,../../Data_Processing/Scenario3/resources/masks\344.jpg,"[0.911458,0.366667,0.177083,0.137037,0.889839,0.772370]"
30,../../Data_Processing/Scenario3/resources/masks\345.jpg,"[0.942708,0.369444,0.114583,0.138889,0.914276,0.766091]"
30,../../Data_Processing/Scenario3/resources/masks\346.jpg,"[0.950521,0.261111,0.098958,0.077778,0.772868,0.207221]"
29,../../Data_Processing/Scenario3/resources/masks\347.jpg,"[0.933333,0.259259,0.127083,0.077778,0.750619,0.206698]"
28,../../Data_Processing/Scenario3/resources/masks\348.jpg,"[0.907292,0.259259,0.1375,0.074074,0.728288,0.206698]"
28,../../Data_Processing/Scenario3/resources/masks\349.jpg,"[0.866667,0.258333,0.129167,0.072222,0.705875,0.206175]"
26,../../Data_Processing/Scenario3/resources/masks\350.jpg,"[0.833854,0.260185,0.132292,0.075926,0.683360,0.205651]"
26,../../Data_Processing/Scenario3/resources/masks\351.jpg,"[0.809375,0.260185,0.125,0.075926,0.660743,0.205128]"
25,../../Data_Processing/Scenario3/resources/masks\352.jpg,"[0.777083,0.259259,0.122917,0.077778,0.638065,0.204605]"
23,../../Data_Processing/Scenario3/resources/masks\353.jpg,"[0.740625,0.257407,0.122917,0.077778,0.615059,0.203558]"
22,../../Data_Processing/Scenario3/resources/masks\354.jpg,"[0.711458,0.256481,0.11875,0.075926,0.588638,0.202512]"
21,../../Data_Processing/Scenario3/resources/masks\355.jpg,"[0.672917,0.25463,0.11875,0.075926,0.561952,0.201988]"
20,../../Data_Processing/Scenario3/resources/masks\356.jpg,"[0.632292,0.255556,0.120833,0.077778,0.534999,0.201465]"
19,../../Data_Processing/Scenario3/resources/masks\357.jpg,"[0.600521,0.252778,0.121875,0.07963,0.507781,0.200942]"
17,../../Data_Processing/Scenario3/resources/masks\358.jpg,"[0.563021,0.250926,0.123958,0.07963,0.480276,0.200942]"
16,../../Data_Processing/Scenario3/resources/masks\359.jpg,"[0.524479,0.25,0.123958,0.077778,0.452506,0.200942]"
15,../../Data_Processing/Scenario3/resources/masks\360.jpg,"[0.490104,0.25,0.126042,0.077778,0.424327,0.201465]"
14,../../Data_Processing/Scenario3/resources/masks\361.jpg,"[0.456771,0.248148,0.123958,0.077778,0.399337,0.201988]"
12,../../Data_Processing/Scenario3/resources/masks\362.jpg,"[0.428125,0.248148,0.125,0.081481,0.374123,0.202512]"
11,../../Data_Processing/Scenario3/resources/masks\363.jpg,"[0.384896,0.246296,0.128125,0.077778,0.348664,0.203558]"
9,../../Data_Processing/Scenario3/resources/masks\364.jpg,"[0.346354,0.246296,0.123958,0.077778,0.322959,0.204605]"
9,../../Data_Processing/Scenario3/resources/masks\365.jpg,"[0.311979,0.246296,0.126042,0.077778,0.297029,0.205651]"
7,../../Data_Processing/Scenario3/resources/masks\366.jpg,"[0.276042,0.24537,0.127083,0.075926,0.270853,0.207221]"
6,../../Data_Processing/Scenario3/resources/masks\367.jpg,"[0.238542,0.244444,0.13125,0.077778,0.244453,0.208791]"
6,../../Data_Processing/Scenario3/resources/masks\368.jpg,"[0.197917,0.244444,0.1375,0.077778,0.217705,0.211408]"
4,../../Data_Processing/Scenario3/resources/masks\369.jpg,"[0.169792,0.242593,0.1375,0.077778,0.186642,0.214024]"
3,../../Data_Processing/Scenario3/resources/masks\370.jpg,"[0.130729,0.241667,0.136458,0.075926,0.155375,0.217164]"
2,../../Data_Processing/Scenario3/resources/masks\371.jpg,"[0.092708,0.240741,0.133333,0.077778,0.123903,0.219780]"
1,../../Data_Processing/Scenario3/resources/masks\372.jpg,"[0.042188,0.237037,0.084375,0.077778,0.060326,0.226583]"
1,../../Data_Processing/Scenario3/resources/masks\373.jpg,"[0.05,0.385185,0.097917,0.133333,0.526247,0.854003]"
1,../../Data_Processing/Scenario3/resources/masks\374.jpg,"[0.086979,0.377778,0.159375,0.151852,0.546778,0.849817]"
3,../../Data_Processing/Scenario3/resources/masks\375.jpg,"[0.113542,0.37963,0.216667,0.155556,0.567391,0.846154]"
4,../../Data_Processing/Scenario3/resources/masks\376.jpg,"[0.133854,0.380556,0.267708,0.153704,0.590745,0.841444]"
6,../../Data_Processing/Scenario3/resources/masks\377.jpg,"[0.207813,0.381481,0.263542,0.155556,0.614077,0.836735]"
7,../../Data_Processing/Scenario3/resources/masks\378.jpg,"[0.264062,0.37963,0.246875,0.151852,0.637390,0.831502]"
10,../../Data_Processing/Scenario3/resources/masks\379.jpg,"[0.328125,0.378704,0.25,0.153704,0.660682,0.826269]"
11,../../Data_Processing/Scenario3/resources/masks\380.jpg,"[0.389583,0.378704,0.247917,0.153704,0.683953,0.820513]"
14,../../Data_Processing/Scenario3/resources/masks\381.jpg,"[0.453646,0.377778,0.240625,0.155556,0.707204,0.814757]"
16,../../Data_Processing/Scenario3/resources/masks\382.jpg,"[0.48125,0.376852,0.23125,0.15,0.730639,0.807954]"
17,../../Data_Processing/Scenario3/resources/masks\383.jpg,"[0.570312,0.375,0.230208,0.15,0.751130,0.803244]"
20,../../Data_Processing/Scenario3/resources/masks\384.jpg,"[0.626563,0.374074,0.228125,0.148148,0.771641,0.798535]"
21,../../Data_Processing/Scenario3/resources/masks\385.jpg,"[0.663021,0.375926,0.232292,0.148148,0.792172,0.792779]"
23,../../Data_Processing/Scenario3/resources/masks\386.jpg,"[0.678125,0.375,0.23125,0.146296,0.812744,0.787023]"
25,../../Data_Processing/Scenario3/resources/masks\387.jpg,"[0.729688,0.374074,0.232292,0.148148,0.833337,0.780743]"
26,../../Data_Processing/Scenario3/resources/masks\388.jpg,"[0.833854,0.374074,0.236458,0.148148,0.853950,0.774464]"
28,../../Data_Processing/Scenario3/resources/masks\389.jpg,"[0.845833,0.373148,0.2375,0.142593,0.874604,0.767661]"
28,../../Data_Processing/Scenario3/resources/masks\390.jpg,"[0.909896,0.371296,0.180208,0.138889,0.895156,0.760335]"
30,../../Data_Processing/Scenario3/resources/masks\391.jpg,"[0.936979,0.372222,0.126042,0.140741,0.916157,0.752486]"
30,../../Data_Processing/Scenario3/resources/masks\392.jpg,"[0.940625,0.277778,0.11875,0.103704,0.823869,0.165358]"
28,../../Data_Processing/Scenario3/resources/masks\393.jpg,"[0.893229,0.256481,0.132292,0.072222,0.773829,0.173731]"
27,../../Data_Processing/Scenario3/resources/masks\394.jpg,"[0.870313,0.256481,0.123958,0.072222,0.748717,0.177394]"
26,../../Data_Processing/Scenario3/resources/masks\395.jpg,"[0.845313,0.25463,0.123958,0.072222,0.723482,0.180010]"
26,../../Data_Processing/Scenario3/resources/masks\396.jpg,"[0.831771,0.256481,0.128125,0.072222,0.707327,0.182104]"
26,../../Data_Processing/Scenario3/resources/masks\397.jpg,"[0.811458,0.256481,0.125,0.072222,0.691029,0.183673]"
25,../../Data_Processing/Scenario3/resources/masks\398.jpg,"[0.7875,0.255556,0.11875,0.07037,0.674608,0.185243]"
25,../../Data_Processing/Scenario3/resources/masks\399.jpg,"[0.765104,0.25463,0.121875,0.075926,0.658064,0.186813]"
24,../../Data_Processing/Scenario3/resources/masks\400.jpg,"[0.748437,0.253704,0.119792,0.074074,0.641357,0.188383]"
24,../../Data_Processing/Scenario3/resources/masks\401.jpg,"[0.727083,0.25463,0.120833,0.072222,0.624527,0.189953]"
23,../../Data_Processing/Scenario3/resources/masks\402.jpg,"[0.703646,0.25463,0.115625,0.075926,0.607554,0.191523]"
20,../../Data_Processing/Scenario3/resources/masks\403.jpg,"[0.645833,0.244444,0.095833,0.059259,0.556430,0.195186]"
20,../../Data_Processing/Scenario3/resources/masks\404.jpg,"[0.6125,0.253704,0.114583,0.077778,0.539232,0.196232]"
19,../../Data_Processing/Scenario3/resources/masks\405.jpg,"[0.5875,0.25,0.114583,0.074074,0.521953,0.197279]"
19,../../Data_Processing/Scenario3/resources/masks\406.jpg,"[0.563542,0.25,0.122917,0.077778,0.504591,0.198325]"
17,../../Data_Processing/Scenario3/resources/masks\407.jpg,"[0.54375,0.25,0.11875,0.077778,0.487148,0.199372]"
17,../../Data_Processing/Scenario3/resources/masks\408.jpg,"[0.516146,0.249074,0.121875,0.075926,0.469622,0.199895]"
15,../../Data_Processing/Scenario3/resources/masks\409.jpg,"[0.491146,0.249074,0.123958,0.075926,0.451749,0.200942]"
15,../../Data_Processing/Scenario3/resources/masks\410.jpg,"[0.466667,0.248148,0.116667,0.077778,0.434142,0.201988]"
14,../../Data_Processing/Scenario3/resources/masks\411.jpg,"[0.448958,0.248148,0.11875,0.077778,0.416392,0.202512]"
13,../../Data_Processing/Scenario3/resources/masks\412.jpg,"[0.421875,0.248148,0.122917,0.077778,0.398499,0.203558]"
11,../../Data_Processing/Scenario3/resources/masks\413.jpg,"[0.396354,0.247222,0.119792,0.075926,0.380483,0.204082]"
11,../../Data_Processing/Scenario3/resources/masks\414.jpg,"[0.36875,0.247222,0.127083,0.075926,0.362324,0.205128]"
9,../../Data_Processing/Scenario3/resources/masks\415.jpg,"[0.343229,0.246296,0.132292,0.077778,0.344042,0.205651]"
9,../../Data_Processing/Scenario3/resources/masks\416.jpg,"[0.304167,0.246296,0.122917,0.077778,0.325617,0.206698]"
9,../../Data_Processing/Scenario3/resources/masks\417.jpg,"[0.277083,0.24537,0.127083,0.075926,0.306967,0.207221]"
6,../../Data_Processing/Scenario3/resources/masks\418.jpg,"[0.255729,0.244444,0.132292,0.077778,0.287847,0.207745]"
7,../../Data_Processing/Scenario3/resources/masks\419.jpg,"[0.226562,0.244444,0.136458,0.077778,0.268481,0.208268]"
6,../../Data_Processing/Scenario3/resources/masks\420.jpg,"[0.199479,0.244444,0.134375,0.077778,0.248870,0.208791]"
5,../../Data_Processing/Scenario3/resources/masks\421.jpg,"[0.170313,0.243519,0.138542,0.07963,0.228993,0.209314]"
3,../../Data_Processing/Scenario3/resources/masks\422.jpg,"[0.123958,0.241667,0.1375,0.07963,0.188544,0.210884]"
3,../../Data_Processing/Scenario3/resources/masks\423.jpg,"[0.095312,0.241667,0.138542,0.07963,0.167952,0.211408]"
1,../../Data_Processing/Scenario3/resources/masks\424.jpg,"[0.070833,0.241667,0.129167,0.07963,0.147093,0.211931]"
2,../../Data_Processing/Scenario3/resources/masks\425.jpg,"[0.053646,0.240741,0.105208,0.077778,0.122901,0.211931]"
1,../../Data_Processing/Scenario3/resources/masks\426.jpg,"[0.042188,0.237037,0.080208,0.077778,0.098362,0.212454]"
1,../../Data_Processing/Scenario3/resources/masks\427.jpg,"[0.054167,0.451852,0.1,0.17037,0.538414,0.985871]"
1,../../Data_Processing/Scenario3/resources/masks\428.jpg,"[0.082292,0.444444,0.160417,0.2,0.556164,0.981685]"
1,../../Data_Processing/Scenario3/resources/masks\429.jpg,"[0.116146,0.441667,0.232292,0.190741,0.573915,0.977499]"
4,../../Data_Processing/Scenario3/resources/masks\430.jpg,"[0.153125,0.446296,0.30625,0.196296,0.591665,0.972789]"
6,../../Data_Processing/Scenario3/resources/masks\431.jpg,"[0.208854,0.447222,0.330208,0.190741,0.609415,0.967033]"
9,../../Data_Processing/Scenario3/resources/masks\432.jpg,"[0.285938,0.449074,0.332292,0.194444,0.627145,0.961277]"
10,../../Data_Processing/Scenario3/resources/masks\433.jpg,"[0.330729,0.44537,0.309375,0.190741,0.644895,0.954997]"
12,../../Data_Processing/Scenario3/resources/masks\434.jpg,"[0.39375,0.441667,0.30625,0.190741,0.662624,0.948195]"
15,../../Data_Processing/Scenario3/resources/masks\435.jpg,"[0.451562,0.443519,0.292708,0.194444,0.680456,0.940869]"
17,../../Data_Processing/Scenario3/resources/masks\436.jpg,"[0.49375,0.444444,0.302083,0.192593,0.698104,0.933543]"
19,../../Data_Processing/Scenario3/resources/masks\437.jpg,"[0.553125,0.439815,0.283333,0.190741,0.715875,0.926217]"
20,../../Data_Processing/Scenario3/resources/masks\438.jpg,"[0.616146,0.437963,0.290625,0.187037,0.733809,0.917844]"
22,../../Data_Processing/Scenario3/resources/masks\439.jpg,"[0.666667,0.436111,0.28125,0.183333,0.751866,0.908948]"
24,../../Data_Processing/Scenario3/resources/masks\440.jpg,"[0.688021,0.437037,0.282292,0.185185,0.770087,0.899006]"
26,../../Data_Processing/Scenario3/resources/masks\441.jpg,"[0.734896,0.433333,0.288542,0.181481,0.788450,0.889063]"
28,../../Data_Processing/Scenario3/resources/masks\442.jpg,"[0.824479,0.426852,0.288542,0.175926,0.806957,0.878074]"
28,../../Data_Processing/Scenario3/resources/masks\443.jpg,"[0.852083,0.424074,0.233333,0.17037,0.825811,0.866562]"
29,../../Data_Processing/Scenario3/resources/masks\444.jpg,"[0.920833,0.42037,0.158333,0.17037,0.847426,0.854526]"
