index,img,input
4,../../Data_Processing/Scenario4/resources/masks\396.jpg,"[0.126042,0.243519,0.1375,0.07963,0.114773,0.362600]"
3,../../Data_Processing/Scenario4/resources/masks\397.jpg,"[0.092708,0.244444,0.1375,0.074074,0.093353,0.363444]"
3,../../Data_Processing/Scenario4/resources/masks\398.jpg,"[0.071875,0.241667,0.13125,0.07963,0.071610,0.364289]"
2,../../Data_Processing/Scenario4/resources/masks\399.jpg,"[0.055729,0.242593,0.107292,0.081481,0.052354,0.364711]"
2,../../Data_Processing/Scenario4/resources/masks\400.jpg,"[0.077604,0.298148,0.146875,0.118519,0.171941,0.667370]"
4,../../Data_Processing/Scenario4/resources/masks\401.jpg,"[0.098958,0.297222,0.185417,0.109259,0.197231,0.665260]"
4,../../Data_Processing/Scenario4/resources/masks\402.jpg,"[0.146875,0.299074,0.19375,0.116667,0.222268,0.663571]"
6,../../Data_Processing/Scenario4/resources/masks\403.jpg,"[0.197396,0.300926,0.186458,0.116667,0.247029,0.661883]"
7,../../Data_Processing/Scenario4/resources/masks\404.jpg,"[0.253125,0.302778,0.179167,0.116667,0.271536,0.660194]"
9,../../Data_Processing/Scenario4/resources/masks\405.jpg,"[0.295833,0.305556,0.18125,0.111111,0.295375,0.658928]"
10,../../Data_Processing/Scenario4/resources/masks\406.jpg,"[0.3375,0.30463,0.172917,0.109259,0.318846,0.658084]"
11,../../Data_Processing/Scenario4/resources/masks\407.jpg,"[0.382812,0.301852,0.167708,0.114815,0.342178,0.656817]"
12,../../Data_Processing/Scenario4/resources/masks\408.jpg,"[0.421875,0.300926,0.166667,0.116667,0.365372,0.655551]"
14,../../Data_Processing/Scenario4/resources/masks\409.jpg,"[0.465104,0.303704,0.167708,0.111111,0.388428,0.654285]"
15,../../Data_Processing/Scenario4/resources/masks\410.jpg,"[0.505208,0.308333,0.166667,0.101852,0.411323,0.653018]"
17,../../Data_Processing/Scenario4/resources/masks\411.jpg,"[0.548958,0.309259,0.164583,0.114815,0.434080,0.651752]"
19,../../Data_Processing/Scenario4/resources/masks\412.jpg,"[0.591667,0.308333,0.16875,0.105556,0.456675,0.650485]"
20,../../Data_Processing/Scenario4/resources/masks\413.jpg,"[0.645312,0.309259,0.171875,0.107407,0.479547,0.648797]"
21,../../Data_Processing/Scenario4/resources/masks\414.jpg,"[0.683333,0.309259,0.160417,0.107407,0.505413,0.646686]"
22,../../Data_Processing/Scenario4/resources/masks\415.jpg,"[0.725,0.311111,0.160417,0.1,0.531233,0.644576]"
23,../../Data_Processing/Scenario4/resources/masks\416.jpg,"[0.766146,0.309259,0.169792,0.107407,0.556961,0.642043]"
26,../../Data_Processing/Scenario4/resources/masks\417.jpg,"[0.802083,0.312037,0.172917,0.101852,0.582596,0.639932]"
26,../../Data_Processing/Scenario4/resources/masks\418.jpg,"[0.830208,0.310185,0.170833,0.101852,0.608163,0.637400]"
28,../../Data_Processing/Scenario4/resources/masks\419.jpg,"[0.871354,0.311111,0.176042,0.103704,0.633660,0.634867]"
28,../../Data_Processing/Scenario4/resources/masks\420.jpg,"[0.914583,0.312037,0.170833,0.098148,0.659250,0.631912]"
28,../../Data_Processing/Scenario4/resources/masks\421.jpg,"[0.925,0.310185,0.15,0.105556,0.681362,0.629379]"
30,../../Data_Processing/Scenario4/resources/masks\422.jpg,"[0.948438,0.300926,0.103125,0.105556,0.725470,0.623892]"
2,../../Data_Processing/Scenario4/resources/masks\423.jpg,"[0.085417,0.327778,0.166667,0.133333,0.184840,0.777543]"
3,../../Data_Processing/Scenario4/resources/masks\424.jpg,"[0.114062,0.331481,0.209375,0.122222,0.213262,0.773322]"
6,../../Data_Processing/Scenario4/resources/masks\425.jpg,"[0.159896,0.328704,0.213542,0.124074,0.241846,0.769101]"
6,../../Data_Processing/Scenario4/resources/masks\426.jpg,"[0.211458,0.327778,0.204167,0.122222,0.270638,0.765302]"
8,../../Data_Processing/Scenario4/resources/masks\427.jpg,"[0.266146,0.32963,0.207292,0.125926,0.299567,0.761081]"
10,../../Data_Processing/Scenario4/resources/masks\428.jpg,"[0.325521,0.325,0.194792,0.135185,0.328681,0.757282]"
11,../../Data_Processing/Scenario4/resources/masks\429.jpg,"[0.382812,0.328704,0.194792,0.131481,0.357979,0.753482]"
14,../../Data_Processing/Scenario4/resources/masks\430.jpg,"[0.435937,0.330556,0.186458,0.124074,0.387461,0.749261]"
15,../../Data_Processing/Scenario4/resources/masks\431.jpg,"[0.483854,0.330556,0.194792,0.12037,0.417242,0.745040]"
17,../../Data_Processing/Scenario4/resources/masks\432.jpg,"[0.535417,0.330556,0.197917,0.12037,0.447139,0.741241]"
19,../../Data_Processing/Scenario4/resources/masks\433.jpg,"[0.590625,0.334259,0.1875,0.12037,0.477174,0.737442]"
20,../../Data_Processing/Scenario4/resources/masks\434.jpg,"[0.663021,0.330556,0.186458,0.12037,0.507301,0.734065]"
22,../../Data_Processing/Scenario4/resources/masks\435.jpg,"[0.714063,0.332407,0.190625,0.12037,0.537544,0.730266]"
24,../../Data_Processing/Scenario4/resources/masks\436.jpg,"[0.755208,0.330556,0.19375,0.116667,0.567901,0.726467]"
26,../../Data_Processing/Scenario4/resources/masks\437.jpg,"[0.847917,0.335185,0.191667,0.114815,0.598604,0.722246]"
28,../../Data_Processing/Scenario4/resources/masks\438.jpg,"[0.905729,0.336111,0.188542,0.112963,0.625507,0.718447]"
30,../../Data_Processing/Scenario4/resources/masks\439.jpg,"[0.926562,0.333333,0.146875,0.103704,0.652386,0.714648]"
28,../../Data_Processing/Scenario4/resources/masks\440.jpg,"[0.895312,0.238889,0.113542,0.066667,0.793786,0.102575]"
26,../../Data_Processing/Scenario4/resources/masks\441.jpg,"[0.859375,0.238889,0.110417,0.066667,0.764649,0.108907]"
26,../../Data_Processing/Scenario4/resources/masks\442.jpg,"[0.825521,0.241667,0.098958,0.061111,0.735305,0.115238]"
26,../../Data_Processing/Scenario4/resources/masks\443.jpg,"[0.797917,0.240741,0.102083,0.066667,0.705869,0.121148]"
25,../../Data_Processing/Scenario4/resources/masks\444.jpg,"[0.770833,0.240741,0.10625,0.062963,0.679634,0.127480]"
24,../../Data_Processing/Scenario4/resources/masks\445.jpg,"[0.745833,0.237963,0.104167,0.064815,0.653354,0.132967]"
22,../../Data_Processing/Scenario4/resources/masks\446.jpg,"[0.718229,0.237963,0.107292,0.064815,0.627004,0.138877]"
22,../../Data_Processing/Scenario4/resources/masks\447.jpg,"[0.682292,0.235185,0.102083,0.066667,0.600654,0.144365]"
20,../../Data_Processing/Scenario4/resources/masks\448.jpg,"[0.653646,0.239815,0.103125,0.064815,0.574235,0.149852]"
20,../../Data_Processing/Scenario4/resources/masks\449.jpg,"[0.628125,0.236111,0.102083,0.064815,0.547770,0.155340]"
19,../../Data_Processing/Scenario4/resources/masks\450.jpg,"[0.605208,0.236111,0.108333,0.068519,0.521282,0.160405]"
18,../../Data_Processing/Scenario4/resources/masks\451.jpg,"[0.575,0.233333,0.108333,0.062963,0.495324,0.165471]"
17,../../Data_Processing/Scenario4/resources/masks\452.jpg,"[0.533333,0.234259,0.114583,0.068519,0.468998,0.169692]"
15,../../Data_Processing/Scenario4/resources/masks\453.jpg,"[0.505208,0.235185,0.114583,0.07037,0.442740,0.173491]"
14,../../Data_Processing/Scenario4/resources/masks\454.jpg,"[0.476042,0.235185,0.1125,0.066667,0.416552,0.176868]"
13,../../Data_Processing/Scenario4/resources/masks\455.jpg,"[0.453125,0.235185,0.110417,0.066667,0.390409,0.179823]"
12,../../Data_Processing/Scenario4/resources/masks\456.jpg,"[0.426042,0.237037,0.108333,0.062963,0.364336,0.182355]"
11,../../Data_Processing/Scenario4/resources/masks\457.jpg,"[0.390625,0.235185,0.108333,0.062963,0.338331,0.184888]"
11,../../Data_Processing/Scenario4/resources/masks\458.jpg,"[0.359375,0.234259,0.108333,0.064815,0.312396,0.186999]"
9,../../Data_Processing/Scenario4/resources/masks\459.jpg,"[0.320312,0.233333,0.103125,0.066667,0.286484,0.189109]"
9,../../Data_Processing/Scenario4/resources/masks\460.jpg,"[0.293229,0.232407,0.111458,0.068519,0.256703,0.191642]"
7,../../Data_Processing/Scenario4/resources/masks\461.jpg,"[0.265104,0.22963,0.111458,0.066667,0.227013,0.193753]"
6,../../Data_Processing/Scenario4/resources/masks\462.jpg,"[0.241667,0.231481,0.10625,0.066667,0.197439,0.195863]"
5,../../Data_Processing/Scenario4/resources/masks\463.jpg,"[0.210417,0.230556,0.10625,0.064815,0.167933,0.197974]"
4,../../Data_Processing/Scenario4/resources/masks\464.jpg,"[0.170833,0.22963,0.116667,0.066667,0.138520,0.200507]"
4,../../Data_Processing/Scenario4/resources/masks\465.jpg,"[0.151562,0.228704,0.115625,0.064815,0.109222,0.202617]"
3,../../Data_Processing/Scenario4/resources/masks\466.jpg,"[0.113542,0.22963,0.11875,0.07037,0.080040,0.205572]"
2,../../Data_Processing/Scenario4/resources/masks\467.jpg,"[0.072396,0.225,0.128125,0.068519,0.050903,0.208527]"
2,../../Data_Processing/Scenario4/resources/masks\468.jpg,"[0.092708,0.377778,0.175,0.140741,0.192510,0.901224]"
3,../../Data_Processing/Scenario4/resources/masks\469.jpg,"[0.123438,0.378704,0.221875,0.15,0.215497,0.897003]"
4,../../Data_Processing/Scenario4/resources/masks\470.jpg,"[0.140104,0.378704,0.280208,0.153704,0.238507,0.892782]"
6,../../Data_Processing/Scenario4/resources/masks\471.jpg,"[0.175,0.375,0.2625,0.146296,0.264465,0.888561]"
7,../../Data_Processing/Scenario4/resources/masks\472.jpg,"[0.2375,0.381481,0.25,0.155556,0.290446,0.884339]"
9,../../Data_Processing/Scenario4/resources/masks\473.jpg,"[0.294271,0.378704,0.251042,0.15,0.316404,0.879696]"
11,../../Data_Processing/Scenario4/resources/masks\474.jpg,"[0.382292,0.376852,0.2375,0.146296,0.342362,0.875475]"
13,../../Data_Processing/Scenario4/resources/masks\475.jpg,"[0.433854,0.376852,0.242708,0.142593,0.368343,0.871254]"
15,../../Data_Processing/Scenario4/resources/masks\476.jpg,"[0.465625,0.375926,0.229167,0.140741,0.394302,0.866610]"
17,../../Data_Processing/Scenario4/resources/masks\477.jpg,"[0.550521,0.373148,0.211458,0.142593,0.420168,0.861967]"
19,../../Data_Processing/Scenario4/resources/masks\478.jpg,"[0.605729,0.371296,0.226042,0.142593,0.450571,0.855635]"
20,../../Data_Processing/Scenario4/resources/masks\479.jpg,"[0.614583,0.372222,0.222917,0.144444,0.480998,0.848459]"
22,../../Data_Processing/Scenario4/resources/masks\480.jpg,"[0.701562,0.368519,0.221875,0.140741,0.511447,0.840439]"
24,../../Data_Processing/Scenario4/resources/masks\481.jpg,"[0.751563,0.369444,0.219792,0.135185,0.541966,0.831575]"
25,../../Data_Processing/Scenario4/resources/masks\482.jpg,"[0.790104,0.369444,0.221875,0.135185,0.572508,0.821866]"
26,../../Data_Processing/Scenario4/resources/masks\483.jpg,"[0.850521,0.371296,0.230208,0.127778,0.603188,0.811735]"
28,../../Data_Processing/Scenario4/resources/masks\484.jpg,"[0.895312,0.367593,0.209375,0.124074,0.626221,0.802870]"
29,../../Data_Processing/Scenario4/resources/masks\485.jpg,"[0.913021,0.364815,0.173958,0.125926,0.649300,0.794006]"
30,../../Data_Processing/Scenario4/resources/masks\486.jpg,"[0.939583,0.362037,0.120833,0.127778,0.672379,0.785141]"
28,../../Data_Processing/Scenario4/resources/masks\487.jpg,"[0.903646,0.259259,0.119792,0.07037,0.832734,0.281131]"
27,../../Data_Processing/Scenario4/resources/masks\488.jpg,"[0.86875,0.257407,0.129167,0.077778,0.804588,0.286197]"
26,../../Data_Processing/Scenario4/resources/masks\489.jpg,"[0.832292,0.259259,0.11875,0.074074,0.776465,0.291262]"
25,../../Data_Processing/Scenario4/resources/masks\490.jpg,"[0.802083,0.257407,0.13125,0.077778,0.748342,0.295905]"
24,../../Data_Processing/Scenario4/resources/masks\491.jpg,"[0.776042,0.258333,0.11875,0.075926,0.720241,0.300127]"
24,../../Data_Processing/Scenario4/resources/masks\492.jpg,"[0.748958,0.258333,0.120833,0.075926,0.692164,0.304348]"
22,../../Data_Processing/Scenario4/resources/masks\493.jpg,"[0.723958,0.258333,0.110417,0.072222,0.664110,0.308147]"
22,../../Data_Processing/Scenario4/resources/masks\494.jpg,"[0.694792,0.256481,0.104167,0.07963,0.631933,0.311946]"
20,../../Data_Processing/Scenario4/resources/masks\495.jpg,"[0.654687,0.252778,0.123958,0.07963,0.599986,0.315323]"
20,../../Data_Processing/Scenario4/resources/masks\496.jpg,"[0.627604,0.250926,0.117708,0.07963,0.568201,0.318278]"
19,../../Data_Processing/Scenario4/resources/masks\497.jpg,"[0.592708,0.250926,0.120833,0.07963,0.536622,0.321233]"
17,../../Data_Processing/Scenario4/resources/masks\498.jpg,"[0.560937,0.249074,0.117708,0.075926,0.505228,0.324187]"
17,../../Data_Processing/Scenario4/resources/masks\499.jpg,"[0.529687,0.248148,0.115625,0.074074,0.474042,0.325876]"
15,../../Data_Processing/Scenario4/resources/masks\500.jpg,"[0.5,0.249074,0.114583,0.072222,0.447208,0.327986]"
14,../../Data_Processing/Scenario4/resources/masks\501.jpg,"[0.46875,0.252778,0.11875,0.07963,0.420444,0.329675]"
13,../../Data_Processing/Scenario4/resources/masks\502.jpg,"[0.440625,0.25,0.11875,0.074074,0.393795,0.331786]"
12,../../Data_Processing/Scenario4/resources/masks\503.jpg,"[0.409375,0.248148,0.116667,0.074074,0.367215,0.333896]"
11,../../Data_Processing/Scenario4/resources/masks\504.jpg,"[0.373958,0.248148,0.1125,0.074074,0.340727,0.335585]"
10,../../Data_Processing/Scenario4/resources/masks\505.jpg,"[0.339062,0.244444,0.113542,0.074074,0.314331,0.337695]"
9,../../Data_Processing/Scenario4/resources/masks\506.jpg,"[0.320312,0.244444,0.117708,0.074074,0.287613,0.339384]"
8,../../Data_Processing/Scenario4/resources/masks\507.jpg,"[0.286979,0.244444,0.121875,0.077778,0.261332,0.341494]"
7,../../Data_Processing/Scenario4/resources/masks\508.jpg,"[0.255729,0.244444,0.121875,0.074074,0.235098,0.343183]"
7,../../Data_Processing/Scenario4/resources/masks\509.jpg,"[0.222396,0.244444,0.128125,0.077778,0.208886,0.344871]"
6,../../Data_Processing/Scenario4/resources/masks\510.jpg,"[0.192708,0.244444,0.13125,0.077778,0.182744,0.346982]"
4,../../Data_Processing/Scenario4/resources/masks\511.jpg,"[0.156771,0.244444,0.138542,0.074074,0.156624,0.348670]"
4,../../Data_Processing/Scenario4/resources/masks\512.jpg,"[0.132812,0.241667,0.132292,0.075926,0.130574,0.350781]"
3,../../Data_Processing/Scenario4/resources/masks\513.jpg,"[0.099479,0.241667,0.134375,0.075926,0.104316,0.352469]"
3,../../Data_Processing/Scenario4/resources/masks\514.jpg,"[0.071354,0.241667,0.134375,0.075926,0.078105,0.354580]"
2,../../Data_Processing/Scenario4/resources/masks\515.jpg,"[0.058333,0.239815,0.110417,0.083333,0.051870,0.356691]"
1,../../Data_Processing/Scenario4/resources/masks\516.jpg,"[0.069792,0.366667,0.1375,0.155556,0.199120,0.865766]"
2,../../Data_Processing/Scenario4/resources/masks\517.jpg,"[0.095833,0.360185,0.183333,0.146296,0.220380,0.863656]"
3,../../Data_Processing/Scenario4/resources/masks\518.jpg,"[0.113542,0.37037,0.214583,0.140741,0.241547,0.861545]"
4,../../Data_Processing/Scenario4/resources/masks\519.jpg,"[0.136979,0.364815,0.257292,0.144444,0.262668,0.859856]"
5,../../Data_Processing/Scenario4/resources/masks\520.jpg,"[0.174479,0.366667,0.242708,0.140741,0.283674,0.858168]"
6,../../Data_Processing/Scenario4/resources/masks\521.jpg,"[0.226042,0.366667,0.241667,0.140741,0.304934,0.856902]"
8,../../Data_Processing/Scenario4/resources/masks\522.jpg,"[0.270833,0.366667,0.233333,0.144444,0.325825,0.855213]"
10,../../Data_Processing/Scenario4/resources/masks\523.jpg,"[0.355729,0.367593,0.223958,0.142593,0.346739,0.853103]"
13,../../Data_Processing/Scenario4/resources/masks\524.jpg,"[0.433333,0.368519,0.225,0.137037,0.367676,0.851414]"
15,../../Data_Processing/Scenario4/resources/masks\525.jpg,"[0.472396,0.367593,0.221875,0.138889,0.388636,0.849304]"
16,../../Data_Processing/Scenario4/resources/masks\526.jpg,"[0.531771,0.37037,0.221875,0.133333,0.409596,0.847193]"
17,../../Data_Processing/Scenario4/resources/masks\527.jpg,"[0.579167,0.371296,0.2125,0.135185,0.430579,0.844660]"
19,../../Data_Processing/Scenario4/resources/masks\528.jpg,"[0.615104,0.368519,0.221875,0.137037,0.451585,0.842972]"
22,../../Data_Processing/Scenario4/resources/masks\529.jpg,"[0.7,0.366667,0.216667,0.137037,0.469942,0.840439]"
23,../../Data_Processing/Scenario4/resources/masks\530.jpg,"[0.74375,0.367593,0.216667,0.138889,0.488599,0.837906]"
25,../../Data_Processing/Scenario4/resources/masks\531.jpg,"[0.784375,0.369444,0.216667,0.135185,0.507532,0.835374]"
26,../../Data_Processing/Scenario4/resources/masks\532.jpg,"[0.825521,0.371296,0.228125,0.127778,0.526741,0.832841]"
28,../../Data_Processing/Scenario4/resources/masks\533.jpg,"[0.885417,0.371296,0.229167,0.131481,0.546227,0.829886]"
29,../../Data_Processing/Scenario4/resources/masks\534.jpg,"[0.908854,0.368519,0.182292,0.12963,0.566013,0.827353]"
30,../../Data_Processing/Scenario4/resources/masks\535.jpg,"[0.932813,0.368519,0.134375,0.133333,0.586074,0.824398]"
28,../../Data_Processing/Scenario4/resources/masks\536.jpg,"[0.894792,0.237037,0.114583,0.062963,0.828842,0.108907]"
25,../../Data_Processing/Scenario4/resources/masks\537.jpg,"[0.808333,0.243519,0.114583,0.064815,0.739244,0.130857]"
24,../../Data_Processing/Scenario4/resources/masks\538.jpg,"[0.772396,0.240741,0.103125,0.062963,0.711420,0.138033]"
24,../../Data_Processing/Scenario4/resources/masks\539.jpg,"[0.743229,0.239815,0.105208,0.068519,0.683366,0.145209]"
22,../../Data_Processing/Scenario4/resources/masks\540.jpg,"[0.710938,0.238889,0.103125,0.066667,0.655104,0.152385]"
22,../../Data_Processing/Scenario4/resources/masks\541.jpg,"[0.680729,0.236111,0.098958,0.068519,0.626635,0.159139]"
20,../../Data_Processing/Scenario4/resources/masks\542.jpg,"[0.646354,0.237963,0.109375,0.064815,0.597936,0.166315]"
20,../../Data_Processing/Scenario4/resources/masks\543.jpg,"[0.628125,0.239815,0.102083,0.064815,0.569007,0.173069]"
19,../../Data_Processing/Scenario4/resources/masks\544.jpg,"[0.590625,0.240741,0.11875,0.077778,0.539617,0.179823]"
17,../../Data_Processing/Scenario4/resources/masks\545.jpg,"[0.555208,0.241667,0.114583,0.07963,0.500369,0.189109]"
14,../../Data_Processing/Scenario4/resources/masks\546.jpg,"[0.481771,0.239815,0.117708,0.075926,0.420651,0.207683]"
13,../../Data_Processing/Scenario4/resources/masks\547.jpg,"[0.44375,0.237963,0.122917,0.072222,0.380205,0.216969]"
11,../../Data_Processing/Scenario4/resources/masks\548.jpg,"[0.415625,0.238889,0.097917,0.07037,0.339368,0.226678]"
10,../../Data_Processing/Scenario4/resources/masks\549.jpg,"[0.383854,0.253704,0.140625,0.088889,0.298254,0.235965]"
9,../../Data_Processing/Scenario4/resources/masks\550.jpg,"[0.331771,0.235185,0.121875,0.066667,0.266952,0.243141]"
9,../../Data_Processing/Scenario4/resources/masks\551.jpg,"[0.296875,0.235185,0.114583,0.066667,0.235581,0.249894]"
7,../../Data_Processing/Scenario4/resources/masks\552.jpg,"[0.255208,0.234259,0.11875,0.068519,0.204118,0.256648]"
6,../../Data_Processing/Scenario4/resources/masks\553.jpg,"[0.214062,0.236111,0.111458,0.072222,0.172563,0.263824]"
4,../../Data_Processing/Scenario4/resources/masks\554.jpg,"[0.172917,0.238889,0.11875,0.077778,0.140939,0.270578]"
3,../../Data_Processing/Scenario4/resources/masks\555.jpg,"[0.082292,0.237963,0.127083,0.068519,0.077414,0.283664]"
1,../../Data_Processing/Scenario4/resources/masks\556.jpg,"[0.04375,0.22963,0.0875,0.088889,0.009628,0.297172]"
3,../../Data_Processing/Scenario4/resources/masks\557.jpg,"[0.115104,0.347222,0.213542,0.124074,0.216072,0.825665]"
6,../../Data_Processing/Scenario4/resources/masks\558.jpg,"[0.150521,0.349074,0.242708,0.127778,0.246107,0.818489]"
7,../../Data_Processing/Scenario4/resources/masks\559.jpg,"[0.216667,0.342593,0.235417,0.137037,0.276027,0.811313]"
9,../../Data_Processing/Scenario4/resources/masks\560.jpg,"[0.289062,0.342593,0.221875,0.137037,0.305855,0.804559]"
10,../../Data_Processing/Scenario4/resources/masks\561.jpg,"[0.335417,0.34537,0.216667,0.135185,0.335568,0.797805]"
12,../../Data_Processing/Scenario4/resources/masks\562.jpg,"[0.4,0.341667,0.202083,0.127778,0.365165,0.791473]"
14,../../Data_Processing/Scenario4/resources/masks\563.jpg,"[0.450521,0.340741,0.205208,0.12963,0.394808,0.784297]"
16,../../Data_Processing/Scenario4/resources/masks\564.jpg,"[0.508854,0.338889,0.201042,0.125926,0.424198,0.777543]"
17,../../Data_Processing/Scenario4/resources/masks\565.jpg,"[0.556771,0.341667,0.196875,0.124074,0.453542,0.771211]"
20,../../Data_Processing/Scenario4/resources/masks\566.jpg,"[0.602604,0.338889,0.201042,0.125926,0.482817,0.764458]"
21,../../Data_Processing/Scenario4/resources/masks\567.jpg,"[0.664062,0.336111,0.186458,0.127778,0.512046,0.757704]"
22,../../Data_Processing/Scenario4/resources/masks\568.jpg,"[0.710417,0.336111,0.195833,0.124074,0.541206,0.750950]"
25,../../Data_Processing/Scenario4/resources/masks\569.jpg,"[0.764583,0.336111,0.191667,0.127778,0.570320,0.744196]"
26,../../Data_Processing/Scenario4/resources/masks\570.jpg,"[0.808854,0.337037,0.194792,0.122222,0.599203,0.737442]"
27,../../Data_Processing/Scenario4/resources/masks\571.jpg,"[0.860417,0.340741,0.195833,0.111111,0.624631,0.731110]"
28,../../Data_Processing/Scenario4/resources/masks\572.jpg,"[0.898958,0.340741,0.189583,0.107407,0.649899,0.724778]"
30,../../Data_Processing/Scenario4/resources/masks\573.jpg,"[0.922396,0.333333,0.155208,0.111111,0.675005,0.718447]"
28,../../Data_Processing/Scenario4/resources/masks\574.jpg,"[0.942708,0.239815,0.104167,0.075926,0.819260,0.182778]"
28,../../Data_Processing/Scenario4/resources/masks\575.jpg,"[0.895833,0.25,0.114583,0.066667,0.773125,0.192486]"
27,../../Data_Processing/Scenario4/resources/masks\576.jpg,"[0.867188,0.25,0.121875,0.07037,0.749401,0.197552]"
26,../../Data_Processing/Scenario4/resources/masks\577.jpg,"[0.835417,0.249074,0.120833,0.064815,0.725378,0.202617]"
26,../../Data_Processing/Scenario4/resources/masks\578.jpg,"[0.80625,0.249074,0.120833,0.072222,0.701032,0.207683]"
25,../../Data_Processing/Scenario4/resources/masks\579.jpg,"[0.785417,0.24537,0.114583,0.075926,0.676387,0.213170]"
24,../../Data_Processing/Scenario4/resources/masks\580.jpg,"[0.756771,0.247222,0.115625,0.075926,0.651396,0.218236]"
23,../../Data_Processing/Scenario4/resources/masks\581.jpg,"[0.729688,0.24537,0.111458,0.072222,0.626106,0.223723]"
22,../../Data_Processing/Scenario4/resources/masks\582.jpg,"[0.702083,0.243519,0.104167,0.068519,0.601000,0.227944]"
21,../../Data_Processing/Scenario4/resources/masks\583.jpg,"[0.678646,0.244444,0.105208,0.07037,0.571656,0.233854]"
20,../../Data_Processing/Scenario4/resources/masks\584.jpg,"[0.653125,0.243519,0.104167,0.068519,0.542081,0.239764]"
20,../../Data_Processing/Scenario4/resources/masks\585.jpg,"[0.621875,0.242593,0.110417,0.07037,0.512277,0.245673]"
18,../../Data_Processing/Scenario4/resources/masks\586.jpg,"[0.588542,0.241667,0.114583,0.072222,0.482242,0.251161]"
17,../../Data_Processing/Scenario4/resources/masks\587.jpg,"[0.565104,0.240741,0.113542,0.07037,0.451976,0.257070]"
16,../../Data_Processing/Scenario4/resources/masks\588.jpg,"[0.526042,0.241667,0.108333,0.075926,0.421481,0.262980]"
15,../../Data_Processing/Scenario4/resources/masks\589.jpg,"[0.492708,0.241667,0.108333,0.072222,0.390639,0.268046]"
14,../../Data_Processing/Scenario4/resources/masks\590.jpg,"[0.457813,0.242593,0.111458,0.07037,0.363530,0.272267]"
13,../../Data_Processing/Scenario4/resources/masks\591.jpg,"[0.442188,0.240741,0.115625,0.07037,0.336259,0.276910]"
11,../../Data_Processing/Scenario4/resources/masks\592.jpg,"[0.398958,0.240741,0.110417,0.074074,0.308803,0.281131]"
10,../../Data_Processing/Scenario4/resources/masks\593.jpg,"[0.358854,0.239815,0.115625,0.072222,0.281187,0.285775]"
9,../../Data_Processing/Scenario4/resources/masks\594.jpg,"[0.326562,0.237037,0.115625,0.07037,0.253409,0.289996]"
9,../../Data_Processing/Scenario4/resources/masks\595.jpg,"[0.286979,0.239815,0.113542,0.075926,0.225470,0.293795]"
7,../../Data_Processing/Scenario4/resources/masks\596.jpg,"[0.253125,0.238889,0.125,0.074074,0.197347,0.298016]"
5,../../Data_Processing/Scenario4/resources/masks\597.jpg,"[0.214062,0.239815,0.128125,0.072222,0.168947,0.301815]"
6,../../Data_Processing/Scenario4/resources/masks\598.jpg,"[0.188542,0.238889,0.13125,0.074074,0.136286,0.306458]"
4,../../Data_Processing/Scenario4/resources/masks\599.jpg,"[0.148438,0.238889,0.134375,0.077778,0.103395,0.310680]"
5,../../Data_Processing/Scenario4/resources/masks\600.jpg,"[0.110417,0.237037,0.1375,0.074074,0.070251,0.314901]"
2,../../Data_Processing/Scenario4/resources/masks\601.jpg,"[0.060417,0.235185,0.120833,0.074074,0.036853,0.318700]"
1,../../Data_Processing/Scenario4/resources/masks\602.jpg,"[0.064062,0.471296,0.123958,0.172222,0.249194,0.998734]"
1,../../Data_Processing/Scenario4/resources/masks\603.jpg,"[0.078125,0.450926,0.152083,0.201852,0.261171,0.998734]"
1,../../Data_Processing/Scenario4/resources/masks\604.jpg,"[0.102604,0.449074,0.205208,0.205556,0.273171,0.999156]"
2,../../Data_Processing/Scenario4/resources/masks\605.jpg,"[0.11875,0.447222,0.235417,0.205556,0.285171,0.999156]"
2,../../Data_Processing/Scenario4/resources/masks\606.jpg,"[0.133854,0.449074,0.267708,0.201852,0.297172,0.999156]"
3,../../Data_Processing/Scenario4/resources/masks\607.jpg,"[0.156771,0.448148,0.307292,0.203704,0.312442,0.999156]"
4,../../Data_Processing/Scenario4/resources/masks\608.jpg,"[0.180208,0.44537,0.35,0.198148,0.329717,0.999578]"
6,../../Data_Processing/Scenario4/resources/masks\609.jpg,"[0.230729,0.453704,0.346875,0.203704,0.346048,0.999578]"
6,../../Data_Processing/Scenario4/resources/masks\610.jpg,"[0.271875,0.458333,0.329167,0.201852,0.361388,0.999578]"
7,../../Data_Processing/Scenario4/resources/masks\611.jpg,"[0.305729,0.457407,0.321875,0.2,0.375760,0.999578]"
9,../../Data_Processing/Scenario4/resources/masks\612.jpg,"[0.344792,0.459259,0.308333,0.207407,0.389165,0.999578]"
11,../../Data_Processing/Scenario4/resources/masks\613.jpg,"[0.374479,0.459259,0.294792,0.196296,0.401580,0.999578]"
12,../../Data_Processing/Scenario4/resources/masks\614.jpg,"[0.414583,0.458333,0.295833,0.201852,0.408214,0.999578]"
14,../../Data_Processing/Scenario4/resources/masks\615.jpg,"[0.451042,0.464815,0.297917,0.2,0.421158,0.999578]"
15,../../Data_Processing/Scenario4/resources/masks\616.jpg,"[0.480729,0.459259,0.290625,0.196296,0.434310,0.999578]"
17,../../Data_Processing/Scenario4/resources/masks\617.jpg,"[0.536458,0.465741,0.295833,0.198148,0.447692,0.999578]"
